route_index,aircraft_time,aircraft_type,base_airport,passenger_count,service_sequence,offshore_landing_count,utilization,per_leg_load,min_residual_seats,mean_residual_seats,outbound_passenger_count,inbound_passenger_count,shuttle_passenger_count,land_count,land_fraction,fixed_airport_count,absorption_score,absorption_components,compatible_neighbor_count,neighbor_slack_sum,absorption_rank
84,182,T3,A02,36,F029|F021|F036,3,0.6708860759493671,7|17|6|19,0,6.75,7,19,10,19,0.5277777777777778,17,0.641129032,"{""compatible_neighbors"": 0.9032258064516129, ""geometry"": 0.9032258064516129, ""land_flexibility"": 0.20430107526881724, ""low_passengers"": 0.7096774193548387, ""low_utilization"": 0.989247311827957, ""neighbor_slack"": 0.043010752688172005, ""shared_facilities"": 0.7956989247311828, ""source_time"": 0.5806451612903225}",93,704.0,11
77,209,T3,A01,38,F013,1,1.0,19|19|19,0,0,19,19,0,32,0.8421052631578947,6,0.630376344,"{""compatible_neighbors"": 0.8279569892473118, ""geometry"": 0.8279569892473118, ""land_flexibility"": 0.6989247311827957, ""low_passengers"": 0.6451612903225806, ""low_utilization"": 0.19354838709677424, ""neighbor_slack"": 0.967741935483871, ""shared_facilities"": 0.10752688172043012, ""source_time"": 0.7741935483870968}",93,731.0,12
92,229,T2,A03,47,F040|F041,2,1.0,16|16|16|16,0,0,16,16,15,26,0.5531914893617021,21,0.629032258,"{""compatible_neighbors"": 0.989247311827957, ""geometry"": 0.989247311827957, ""land_flexibility"": 0.23655913978494625, ""low_passengers"": 0.3548387096774194, ""low_utilization"": 0.22580645161290325, ""neighbor_slack"": 1.0, ""shared_facilities"": 0.3763440860215054, ""source_time"": 0.8602150537634409}",93,731.0,13
62,219,T3,A02,38,F032|F023|F031,3,0.9853383458646616,19|15|15|19,0,2,19,19,0,29,0.7631578947368421,9,0.610215054,"{""compatible_neighbors"": 0.6666666666666667, ""geometry"": 0.6666666666666667, ""land_flexibility"": 0.6129032258064516, ""low_passengers"": 0.6129032258064516, ""low_utilization"": 0.33333333333333337, ""neighbor_slack"": 0.4086021505376344, ""shared_facilities"": 0.7634408602150538, ""source_time"": 0.8172043010752688}",93,723.0,14
69,263,T3,A03,52,F037|F044,2,1.0,19|19|19,0,0,19,19,14,38,0.7307692307692307,14,0.608870968,"{""compatible_neighbors"": 0.7419354838709677, ""geometry"": 0.7419354838709677, ""land_flexibility"": 0.5806451612903225, ""low_passengers"": 0.18279569892473113, ""low_utilization"": 0.17204301075268813, ""neighbor_slack"": 0.946236559139785, ""shared_facilities"": 0.5591397849462365, ""source_time"": 0.946236559139785}",93,731.0,15
81,251,T3,A02,53,F048|F023|F032,3,0.8704645925431646,19|0|18|19|19,0,4,19,19,15,35,0.660377358490566,18,0.608870968,"{""compatible_neighbors"": 0.8709677419354839, ""geometry"": 0.8709677419354839, ""land_flexibility"": 0.4193548387096774, ""low_passengers"": 0.16129032258064513, ""low_utilization"": 0.8172043010752688, ""neighbor_slack"": 0.09677419354838712, ""shared_facilities"": 0.7204301075268817, ""source_time"": 0.9139784946236559}",93,711.0,16
75,201,T2,A03,40,F036|F047|F049,3,0.882426873857404,16|16|16|13|12,0,1.4,16,12,12,13,0.325,27,0.602150538,"{""compatible_neighbors"": 0.8064516129032258, ""geometry"": 0.8064516129032258, ""land_flexibility"": 0.010752688172043001, ""low_passengers"": 0.4731182795698925, ""low_utilization"": 0.7956989247311828, ""neighbor_slack"": 0.4731182795698925, ""shared_facilities"": 0.7096774193548387, ""source_time"": 0.7419354838709677}",93,724.0,17
89,255,T3,A01,73,F006|F007|F013|F002|F003,5,0.889534379606347,18|17|6|16|15|19,0,3.8333333333333335,18,19,36,33,0.4520547945205479,40,0.602150538,"{""compatible_neighbors"": 0.956989247311828, ""geometry"": 0.956989247311828, ""land_flexibility"": 0.11827956989247312, ""low_passengers"": 0.032258064516129004, ""low_utilization"": 0.7849462365591398, ""neighbor_slack"": 0.06451612903225812, ""shared_facilities"": 0.978494623655914, ""source_time"": 0.9247311827956989}",93,708.0,18
65,156,T3,A01,38,F016|F019,2,0.9603715170278638,19|11|19,0,2.6666666666666665,19,19,0,38,1.0,0,0.594086022,"{""compatible_neighbors"": 0.6989247311827957, ""geometry"": 0.6989247311827957, ""land_flexibility"": 0.978494623655914, ""low_passengers"": 0.6236559139784946, ""low_utilization"": 0.5268817204301075, ""neighbor_slack"": 0.4193548387096774, ""shared_facilities"": 0.5161290322580645, ""source_time"": 0.29032258064516125}",93,723.0,19
71,184,T2,A03,32,F038|F051,2,0.9771914132379249,16|4|16,0,4,16,16,0,17,0.53125,15,0.594086022,"{""compatible_neighbors"": 0.7634408602150538, ""geometry"": 0.7634408602150538, ""land_flexibility"": 0.21505376344086025, ""low_passengers"": 0.8924731182795699, ""low_utilization"": 0.4193548387096774, ""neighbor_slack"": 0.22580645161290325, ""shared_facilities"": 0.8494623655913979, ""source_time"": 0.6236559139784946}",93,719.0,20
82,168,T2,A02,48,F031|F021,2,1.0,16|16|16,0,0,16,16,16,21,0.4375,27,0.591397849,"{""compatible_neighbors"": 0.8817204301075269, ""geometry"": 0.8817204301075269, ""land_flexibility"": 0.10752688172043012, ""low_passengers"": 0.32258064516129037, ""low_utilization"": 0.21505376344086025, ""neighbor_slack"": 0.989247311827957, ""shared_facilities"": 0.8817204301075269, ""source_time"": 0.4516129032258065}",93,731.0,21
85,242,T3,A03,70,F046|F047|F049|F031|F036,5,0.8548030916451969,19|19|15|0|4|18,0,6.5,19,18,33,30,0.42857142857142855,40,0.591397849,"{""compatible_neighbors"": 0.9139784946236559, ""geometry"": 0.9139784946236559, ""land_flexibility"": 0.09677419354838712, ""low_passengers"": 0.043010752688172005, ""low_utilization"": 0.8817204301075269, ""neighbor_slack"": 0.0, ""shared_facilities"": 0.989247311827957, ""source_time"": 0.8924731182795699}",93,692.0,22
43,190,T2,A02,32,F025|F035|F031,3,0.9289981617647058,16|14|4|16,0,3.5,16,16,0,25,0.78125,7,0.588709677,"{""compatible_neighbors"": 0.4623655913978495, ""geometry"": 0.4623655913978495, ""land_flexibility"": 0.6559139784946236, ""low_passengers"": 0.8172043010752688, ""low_utilization"": 0.6666666666666667, ""neighbor_slack"": 0.18279569892473113, ""shared_facilities"": 0.8172043010752688, ""source_time"": 0.6451612903225806}",93,717.0,23
53,148,T3,A01,35,F021,1,0.9210526315789473,19|16,0,1.5,19,16,0,35,1.0,0,0.586021505,"{""compatible_neighbors"": 0.5698924731182795, ""geometry"": 0.5698924731182795, ""land_flexibility"": 0.946236559139785, ""low_passengers"": 0.7311827956989247, ""low_utilization"": 0.6989247311827957, ""neighbor_slack"": 0.6236559139784946, ""shared_facilities"": 0.3548387096774194, ""source_time"": 0.19354838709677424}",93,728.0,24
66,167,T2,A01,43,F001|F018|F005,3,1.0,16|16|16|16,0,0,16,16,11,30,0.6976744186046512,13,0.584677419,"{""compatible_neighbors"": 0.7096774193548387, ""geometry"": 0.7096774193548387, ""land_flexibility"": 0.5268817204301075, ""low_passengers"": 0.4408602150537635, ""low_utilization"": 0.15053763440860213, ""neighbor_slack"": 0.9247311827956989, ""shared_facilities"": 0.7741935483870968, ""source_time"": 0.4408602150537635}",93,731.0,25
87,163,T3,A01,45,F008|F003,2,0.8655619092076088,19|19|13,0,2,19,13,13,27,0.6,18,0.577956989,"{""compatible_neighbors"": 0.935483870967742, ""geometry"": 0.935483870967742, ""land_flexibility"": 0.30107526881720426, ""low_passengers"": 0.4193548387096774, ""low_utilization"": 0.8602150537634409, ""neighbor_slack"": 0.5053763440860215, ""shared_facilities"": 0.26881720430107525, ""source_time"": 0.3978494623655914}",93,725.0,26
56,164,T3,A02,36,F047,1,0.9473684210526315,18|18,1,1,18,18,0,36,1.0,0,0.576612903,"{""compatible_neighbors"": 0.6021505376344086, ""geometry"": 0.6021505376344086, ""land_flexibility"": 0.956989247311828, ""low_passengers"": 0.6989247311827957, ""low_utilization"": 0.5698924731182795, ""neighbor_slack"": 0.6881720430107527, ""shared_facilities"": 0.08602150537634412, ""source_time"": 0.4086021505376344}",93,729.0,27
76,160,T3,A01,38,F006,1,1.0,19|19,0,0,19,19,0,35,0.9210526315789473,3,0.573924731,"{""compatible_neighbors"": 0.8172043010752688, ""geometry"": 0.8172043010752688, ""land_flexibility"": 0.7634408602150538, ""low_passengers"": 0.6344086021505376, ""low_utilization"": 0.18279569892473113, ""neighbor_slack"": 0.956989247311828, ""shared_facilities"": 0.09677419354838712, ""source_time"": 0.32258064516129037}",93,731.0,28
63,219,T3,A02,48,F032|F025,2,0.9167447087469563,18|18|19|16,0,1.25,18,16,14,29,0.6041666666666666,19,0.572580645,"{""compatible_neighbors"": 0.6774193548387097, ""geometry"": 0.6774193548387097, ""land_flexibility"": 0.32258064516129037, ""low_passengers"": 0.30107526881720426, ""low_utilization"": 0.7204301075268817, ""neighbor_slack"": 0.5483870967741935, ""shared_facilities"": 0.5053763440860215, ""source_time"": 0.8279569892473118}",93,726.0,29
64,150,T3,A01,37,F001,1,0.9736842105263158,19|18,0,0.5,19,18,0,36,0.972972972972973,1,0.572580645,"{""compatible_neighbors"": 0.6881720430107527, ""geometry"": 0.6881720430107527, ""land_flexibility"": 0.7956989247311828, ""low_passengers"": 0.6881720430107527, ""low_utilization"": 0.4838709677419355, ""neighbor_slack"": 0.7526881720430108, ""shared_facilities"": 0.25806451612903225, ""source_time"": 0.22580645161290325}",93,730.0,30
44,276,T3,A03,33,F050,1,0.868421052631579,15|18,1,2.5,15,18,0,22,0.6666666666666666,11,0.569892473,"{""compatible_neighbors"": 0.4731182795698925, ""geometry"": 0.4731182795698925, ""land_flexibility"": 0.4516129032258065, ""low_passengers"": 0.7526881720430108, ""low_utilization"": 0.8387096774193549, ""neighbor_slack"": 0.5268817204301075, ""shared_facilities"": 0.07526881720430112, ""source_time"": 0.967741935483871}",93,726.0,31
61,161,T3,A02,38,F025|F036,2,0.991765127103473,19|16|19,0,1,19,19,0,36,0.9473684210526315,2,0.569892473,"{""compatible_neighbors"": 0.6559139784946236, ""geometry"": 0.6559139784946236, ""land_flexibility"": 0.7741935483870968, ""low_passengers"": 0.6021505376344086, ""low_utilization"": 0.30107526881720426, ""neighbor_slack"": 0.6344086021505376, ""shared_facilities"": 0.6021505376344086, ""source_time"": 0.33333333333333337}",93,728.0,32
60,138,T3,A01,37,F025,1,0.9736842105263158,19|18,0,0.5,19,18,0,37,1.0,0,0.564516129,"{""compatible_neighbors"": 0.6451612903225806, ""geometry"": 0.6451612903225806, ""land_flexibility"": 0.967741935483871, ""low_passengers"": 0.6774193548387097, ""low_utilization"": 0.4731182795698925, ""neighbor_slack"": 0.7419354838709677, ""shared_facilities"": 0.24731182795698925, ""source_time"": 0.11827956989247312}",93,730.0,33
83,177,T3,A01,56,F021|F025|F027,3,0.9824942791762014,19|10|19|19,0,2.25,19,19,18,38,0.6785714285714286,18,0.564516129,"{""compatible_neighbors"": 0.8924731182795699, ""geometry"": 0.8924731182795699, ""land_flexibility"": 0.4838709677419355, ""low_passengers"": 0.09677419354838712, ""low_utilization"": 0.3763440860215054, ""neighbor_slack"": 0.33333333333333337, ""shared_facilities"": 0.9247311827956989, ""source_time"": 0.5161290322580645}",93,722.0,34
68,201,T2,A03,48,F041|F045,2,1.0,16|16|16|16,0,0,16,16,16,30,0.625,18,0.560483871,"{""compatible_neighbors"": 0.7311827956989247, ""geometry"": 0.7311827956989247, ""land_flexibility"": 0.3548387096774194, ""low_passengers"": 0.31182795698924726, ""low_utilization"": 0.16129032258064513, ""neighbor_slack"": 0.935483870967742, ""shared_facilities"": 0.5268817204301075, ""source_time"": 0.7311827956989247}",93,731.0,35
88,206,T3,A01,61,F009|F003|F008|F011,4,0.8736192332683561,14|17|17|14|19,0,2.8,14,19,28,23,0.3770491803278688,38,0.556451613,"{""compatible_neighbors"": 0.946236559139785, ""geometry"": 0.946236559139785, ""land_flexibility"": 0.021505376344086002, ""low_passengers"": 0.053763440860215006, ""low_utilization"": 0.8064516129032258, ""neighbor_slack"": 0.19354838709677424, ""shared_facilities"": 0.7311827956989247, ""source_time"": 0.7526881720430108}",93,717.0,36
86,155,T3,A01,40,F011|F015,2,0.786114221724524,19|19|10,0,3,19,10,11,17,0.425,23,0.541666667,"{""compatible_neighbors"": 0.9247311827956989, ""geometry"": 0.9247311827956989, ""land_flexibility"": 0.08602150537634412, ""low_passengers"": 0.4838709677419355, ""low_utilization"": 0.935483870967742, ""neighbor_slack"": 0.34408602150537637, ""shared_facilities"": 0.3655913978494624, ""source_time"": 0.26881720430107525}",93,722.0,37
73,249,T3,A03,73,F043|F051|F038|F039,4,0.9157894736842105,19|19|0|19|16,0,4.4,19,16,38,23,0.3150684931506849,50,0.533602151,"{""compatible_neighbors"": 0.7849462365591398, ""geometry"": 0.7849462365591398, ""land_flexibility"": 0.0, ""low_passengers"": 0.021505376344086002, ""low_utilization"": 0.7311827956989247, ""neighbor_slack"": 0.07526881720430112, ""shared_facilities"": 0.967741935483871, ""source_time"": 0.9032258064516129}",93,709.0,38
17,199,T2,A03,32,F038|F043,2,0.9741693679092382,16|11|16,0,1.6666666666666667,16,16,0,26,0.8125,6,0.529569892,"{""compatible_neighbors"": 0.18279569892473113, ""geometry"": 0.18279569892473113, ""land_flexibility"": 0.6666666666666667, ""low_passengers"": 0.7849462365591398, ""low_utilization"": 0.4516129032258065, ""neighbor_slack"": 0.5161290322580645, ""shared_facilities"": 0.7419354838709677, ""source_time"": 0.7096774193548387}",93,726.0,39
45,288,T2,A03,45,F044|F050|F043,3,0.839049338146811,15|0|16|16|15,0,3.6,15,15,15,22,0.4888888888888889,23,0.52688172,"{""compatible_neighbors"": 0.4838709677419355, ""geometry"": 0.4838709677419355, ""land_flexibility"": 0.15053763440860213, ""low_passengers"": 0.4086021505376344, ""low_utilization"": 0.8924731182795699, ""neighbor_slack"": 0.12903225806451613, ""shared_facilities"": 0.6774193548387097, ""source_time"": 0.989247311827957}",93,713.0,40
74,181,T3,A02,55,F021|F024|F027,3,0.9281075027995521,18|12|19|18,0,2.25,18,18,19,23,0.41818181818181815,32,0.522849462,"{""compatible_neighbors"": 0.7956989247311828, ""geometry"": 0.7956989247311828, ""land_flexibility"": 0.07526881720430112, ""low_passengers"": 0.10752688172043012, ""low_utilization"": 0.6774193548387097, ""neighbor_slack"": 0.32258064516129037, ""shared_facilities"": 0.8602150537634409, ""source_time"": 0.5483870967741935}",93,722.0,41
28,179,T2,A02,40,F036|F031|F046,3,0.9210396039603961,16|12|14|14,0,2,16,14,10,29,0.725,11,0.517473118,"{""compatible_neighbors"": 0.30107526881720426, ""geometry"": 0.30107526881720426, ""land_flexibility"": 0.5698924731182795, ""low_passengers"": 0.4623655913978495, ""low_utilization"": 0.7096774193548387, ""neighbor_slack"": 0.3655913978494624, ""shared_facilities"": 0.9032258064516129, ""source_time"": 0.5268817204301075}",93,723.0,42
41,263,T3,A03,48,F044|F037,2,0.945998558038933,18|11|19,0,3,18,19,11,36,0.75,12,0.517473118,"{""compatible_neighbors"": 0.4408602150537635, ""geometry"": 0.4408602150537635, ""land_flexibility"": 0.5913978494623655, ""low_passengers"": 0.29032258064516125, ""low_utilization"": 0.5913978494623655, ""neighbor_slack"": 0.30107526881720426, ""shared_facilities"": 0.5483870967741935, ""source_time"": 0.935483870967742}",93,722.0,43
42,288,T3,A03,38,F050|F042,2,0.9818288013498605,19|12|19,0,2.3333333333333335,19,19,0,27,0.7105263157894737,11,0.510752688,"{""compatible_neighbors"": 0.4516129032258065, ""geometry"": 0.4516129032258065, ""land_flexibility"": 0.5376344086021505, ""low_passengers"": 0.5806451612903225, ""low_utilization"": 0.3870967741935484, ""neighbor_slack"": 0.4623655913978495, ""shared_facilities"": 0.23655913978494625, ""source_time"": 0.978494623655914}",93,724.0,44
50,104,T2,A01,32,F020,1,1.0,16|16,0,0,16,16,0,32,1.0,0,0.510752688,"{""compatible_neighbors"": 0.5376344086021505, ""geometry"": 0.5376344086021505, ""land_flexibility"": 0.935483870967742, ""low_passengers"": 0.8494623655913979, ""low_utilization"": 0.12903225806451613, ""neighbor_slack"": 0.9032258064516129, ""shared_facilities"": 0.17204301075268813, ""source_time"": 0.021505376344086002}",93,731.0,45
48,184,T3,A02,46,F022|F033|F020,3,0.8556453374099148,19|19|2|17,0,4.75,19,17,10,28,0.6086956521739131,18,0.504032258,"{""compatible_neighbors"": 0.5161290322580645, ""geometry"": 0.5161290322580645, ""land_flexibility"": 0.34408602150537637, ""low_passengers"": 0.3870967741935484, ""low_utilization"": 0.8709677419354839, ""neighbor_slack"": 0.10752688172043012, ""shared_facilities"": 0.6881720430107527, ""source_time"": 0.6021505376344086}",93,712.0,46
49,104,T2,A01,32,F020,1,1.0,16|16,0,0,16,16,0,32,1.0,0,0.5,"{""compatible_neighbors"": 0.5268817204301075, ""geometry"": 0.5268817204301075, ""land_flexibility"": 0.9247311827956989, ""low_passengers"": 0.8387096774193549, ""low_utilization"": 0.11827956989247312, ""neighbor_slack"": 0.8924731182795699, ""shared_facilities"": 0.16129032258064513, ""source_time"": 0.010752688172043001}",93,731.0,47
57,163,T3,A01,49,F002|F004,2,1.0,19|19|19,0,0,19,19,11,35,0.7142857142857143,14,0.494623656,"{""compatible_neighbors"": 0.6129032258064516, ""geometry"": 0.6129032258064516, ""land_flexibility"": 0.5483870967741935, ""low_passengers"": 0.24731182795698925, ""low_utilization"": 0.13978494623655913, ""neighbor_slack"": 0.9139784946236559, ""shared_facilities"": 0.4946236559139785, ""source_time"": 0.3870967741935484}",93,731.0,48
32,152,T3,A01,27,F005|F012,2,0.687753036437247,12|2|15,4,9.333333333333334,12,15,0,23,0.8518518518518519,4,0.49327957,"{""compatible_neighbors"": 0.34408602150537637, ""geometry"": 0.34408602150537637, ""land_flexibility"": 0.7096774193548387, ""low_passengers"": 0.967741935483871, ""low_utilization"": 0.967741935483871, ""neighbor_slack"": 0.032258064516129004, ""shared_facilities"": 0.33333333333333337, ""source_time"": 0.24731182795698925}",93,703.0,49
59,212,T3,A01,54,F010|F007|F006|F004,4,0.9473684210526315,19|19|3|12|19,0,4.6,19,19,16,32,0.5925925925925926,22,0.491935484,"{""compatible_neighbors"": 0.6344086021505376, ""geometry"": 0.6344086021505376, ""land_flexibility"": 0.27956989247311825, ""low_passengers"": 0.13978494623655913, ""low_utilization"": 0.5806451612903225, ""neighbor_slack"": 0.053763440860215006, ""shared_facilities"": 0.8279569892473118, ""source_time"": 0.7849462365591398}",93,708.0,50
19,187,T3,A01,35,F034,1,0.9212121212121213,18|18|17,1,1.3333333333333333,18,17,0,35,1.0,0,0.489247312,"{""compatible_neighbors"": 0.20430107526881724, ""geometry"": 0.20430107526881724, ""land_flexibility"": 0.8709677419354839, ""low_passengers"": 0.7204301075268817, ""low_utilization"": 0.6881720430107527, ""neighbor_slack"": 0.5806451612903225, ""shared_facilities"": 0.010752688172043001, ""source_time"": 0.6344086021505376}",93,727.0,51
46,116,T2,A01,32,F022,1,1.0,16|16,0,0,16,16,0,32,1.0,0,0.489247312,"{""compatible_neighbors"": 0.4946236559139785, ""geometry"": 0.4946236559139785, ""land_flexibility"": 0.9139784946236559, ""low_passengers"": 0.8279569892473118, ""low_utilization"": 0.10752688172043012, ""neighbor_slack"": 0.8817204301075269, ""shared_facilities"": 0.15053763440860213, ""source_time"": 0.043010752688172005}",93,731.0,52
54,150,T2,A02,32,F027|F024,2,0.954233409610984,16|0|16,0,5.333333333333333,16,16,0,22,0.6875,10,0.489247312,"{""compatible_neighbors"": 0.5806451612903225, ""geometry"": 0.5806451612903225, ""land_flexibility"": 0.4946236559139785, ""low_passengers"": 0.8602150537634409, ""low_utilization"": 0.5376344086021505, ""neighbor_slack"": 0.16129032258064513, ""shared_facilities"": 0.4838709677419355, ""source_time"": 0.21505376344086025}",93,715.0,53
55,162,T3,A01,49,F027|F021,2,0.965069624734482,19|11|19,0,2.6666666666666665,19,19,11,38,0.7755102040816326,11,0.489247312,"{""compatible_neighbors"": 0.5913978494623655, ""geometry"": 0.5913978494623655, ""land_flexibility"": 0.6344086021505376, ""low_passengers"": 0.23655913978494625, ""low_utilization"": 0.5053763440860215, ""neighbor_slack"": 0.3978494623655914, ""shared_facilities"": 0.5913978494623655, ""source_time"": 0.3655913978494624}",93,723.0,54
38,195,T2,A03,45,F045|F048,2,0.9839857651245552,16|13|13|16,0,1.5,16,16,13,31,0.6888888888888889,14,0.487903226,"{""compatible_neighbors"": 0.4086021505376344, ""geometry"": 0.4086021505376344, ""land_flexibility"": 0.5053763440860215, ""low_passengers"": 0.3978494623655914, ""low_utilization"": 0.34408602150537637, ""neighbor_slack"": 0.4946236559139785, ""shared_facilities"": 0.6666666666666667, ""source_time"": 0.6774193548387097}",93,725.0,55
51,151,T3,A01,49,F020|F019,2,0.907798693814829,15|18|19,0,1.6666666666666667,15,19,15,34,0.6938775510204082,15,0.478494624,"{""compatible_neighbors"": 0.5483870967741935, ""geometry"": 0.5483870967741935, ""land_flexibility"": 0.5161290322580645, ""low_passengers"": 0.22580645161290325, ""low_utilization"": 0.7419354838709677, ""neighbor_slack"": 0.5376344086021505, ""shared_facilities"": 0.4731182795698925, ""source_time"": 0.23655913978494625}",93,726.0,56
52,232,T3,A03,73,F052|F048|F039,3,0.9902361911846754,19|17|18|18|19,0,0.8,19,19,35,34,0.4657534246575342,39,0.477150538,"{""compatible_neighbors"": 0.5591397849462365, ""geometry"": 0.5591397849462365, ""land_flexibility"": 0.13978494623655913, ""low_passengers"": 0.010752688172043001, ""low_utilization"": 0.31182795698924726, ""neighbor_slack"": 0.6021505376344086, ""shared_facilities"": 0.7526881720430108, ""source_time"": 0.8817204301075269}",93,727.0,57
67,179,T3,A01,56,F033|F001|F016,3,0.9655913978494624,19|0|19|19,0,4.75,19,19,18,34,0.6071428571428571,22,0.474462366,"{""compatible_neighbors"": 0.7204301075268817, ""geometry"": 0.7204301075268817, ""land_flexibility"": 0.33333333333333337, ""low_passengers"": 0.08602150537634412, ""low_utilization"": 0.4946236559139785, ""neighbor_slack"": 0.11827956989247312, ""shared_facilities"": 0.7849462365591398, ""source_time"": 0.5376344086021505}",93,712.0,58
37,184,T2,A03,47,F051|F038,2,0.9980992844364938,16|15|16,0,0.3333333333333333,16,16,15,26,0.5531914893617021,21,0.466397849,"{""compatible_neighbors"": 0.3978494623655914, ""geometry"": 0.3978494623655914, ""land_flexibility"": 0.22580645161290325, ""low_passengers"": 0.34408602150537637, ""low_utilization"": 0.23655913978494625, ""neighbor_slack"": 0.7311827956989247, ""shared_facilities"": 0.8064516129032258, ""source_time"": 0.5913978494623655}",93,730.0,59
