route_index,aircraft_time,aircraft_type,base_airport,passenger_count,service_sequence,offshore_landing_count,utilization,per_leg_load,min_residual_seats,mean_residual_seats,outbound_passenger_count,inbound_passenger_count,shuttle_passenger_count,land_count,land_fraction,fixed_airport_count
55,162,T3,A01,49,F027|F021,2,0.965069624734482,19|11|19,0,2.6666666666666665,19,19,11,38,0.7755102040816326,11
56,164,T3,A02,36,F047,1,0.9473684210526315,18|18,1,1,18,18,0,36,1.0,0
57,163,T3,A01,49,F002|F004,2,1.0,19|19|19,0,0,19,19,11,35,0.7142857142857143,14
58,207,T2,A01,32,F007|F013|F010,3,0.8690580985915493,16|6|6|6|16,0,6,16,16,0,29,0.90625,3
59,212,T3,A01,54,F010|F007|F006|F004,4,0.9473684210526315,19|19|3|12|19,0,4.6,19,19,16,32,0.5925925925925926,22
60,138,T3,A01,37,F025,1,0.9736842105263158,19|18,0,0.5,19,18,0,37,1.0,0
61,161,T3,A02,38,F025|F036,2,0.991765127103473,19|16|19,0,1,19,19,0,36,0.9473684210526315,2
62,219,T3,A02,38,F032|F023|F031,3,0.9853383458646616,19|15|15|19,0,2,19,19,0,29,0.7631578947368421,9
63,219,T3,A02,48,F032|F025,2,0.9167447087469563,18|18|19|16,0,1.25,18,16,14,29,0.6041666666666666,19
64,150,T3,A01,37,F001,1,0.9736842105263158,19|18,0,0.5,19,18,0,36,0.972972972972973,1
65,156,T3,A01,38,F016|F019,2,0.9603715170278638,19|11|19,0,2.6666666666666665,19,19,0,38,1.0,0
66,167,T2,A01,43,F001|F018|F005,3,1.0,16|16|16|16,0,0,16,16,11,30,0.6976744186046512,13
67,179,T3,A01,56,F033|F001|F016,3,0.9655913978494624,19|0|19|19,0,4.75,19,19,18,34,0.6071428571428571,22
68,201,T2,A03,48,F041|F045,2,1.0,16|16|16|16,0,0,16,16,16,30,0.625,18
69,263,T3,A03,52,F037|F044,2,1.0,19|19|19,0,0,19,19,14,38,0.7307692307692307,14
70,184,T2,A03,32,F038|F051,2,0.9980992844364938,16|15|16,0,0.3333333333333333,16,16,0,32,1.0,0
71,184,T2,A03,32,F038|F051,2,0.9771914132379249,16|4|16,0,4,16,16,0,17,0.53125,15
72,195,T2,A03,32,F038|F048|F046,3,0.9536790780141844,16|12|9|16,0,2.75,16,16,0,20,0.625,12
73,249,T3,A03,73,F043|F051|F038|F039,4,0.9157894736842105,19|19|0|19|16,0,4.4,19,16,38,23,0.3150684931506849,50
74,181,T3,A02,55,F021|F024|F027,3,0.9281075027995521,18|12|19|18,0,2.25,18,18,19,23,0.41818181818181815,32
75,201,T2,A03,40,F036|F047|F049,3,0.882426873857404,16|16|16|13|12,0,1.4,16,12,12,13,0.325,27
76,160,T3,A01,38,F006,1,1.0,19|19,0,0,19,19,0,35,0.9210526315789473,3
77,209,T3,A01,38,F013,1,1.0,19|19|19,0,0,19,19,0,32,0.8421052631578947,6
78,215,T2,A01,32,F002|F011|F001,3,0.8340212264150944,16|2|13|16,0,4.25,16,16,0,20,0.625,12
79,182,T2,A02,32,F031|F052,2,0.9752697841726619,16|12|16,0,1.3333333333333333,16,16,0,28,0.875,4
80,200,T3,A02,38,F023|F031,2,1.0,19|19|19,0,0,19,19,0,34,0.8947368421052632,4
81,251,T3,A02,53,F048|F023|F032,3,0.8704645925431646,19|0|18|19|19,0,4,19,19,15,35,0.660377358490566,18
82,168,T2,A02,48,F031|F021,2,1.0,16|16|16,0,0,16,16,16,21,0.4375,27
83,177,T3,A01,56,F021|F025|F027,3,0.9824942791762014,19|10|19|19,0,2.25,19,19,18,38,0.6785714285714286,18
84,182,T3,A02,36,F029|F021|F036,3,0.6708860759493671,7|17|6|19,0,6.75,7,19,10,19,0.5277777777777778,17
85,242,T3,A03,70,F046|F047|F049|F031|F036,5,0.8548030916451969,19|19|15|0|4|18,0,6.5,19,18,33,30,0.42857142857142855,40
86,155,T3,A01,40,F011|F015,2,0.786114221724524,19|19|10,0,3,19,10,11,17,0.425,23
87,163,T3,A01,45,F008|F003,2,0.8655619092076088,19|19|13,0,2,19,13,13,27,0.6,18
88,206,T3,A01,61,F009|F003|F008|F011,4,0.8736192332683561,14|17|17|14|19,0,2.8,14,19,28,23,0.3770491803278688,38
89,255,T3,A01,73,F006|F007|F013|F002|F003,5,0.889534379606347,18|17|6|16|15|19,0,3.8333333333333335,18,19,36,33,0.4520547945205479,40
90,214,T2,A03,32,F045|F044|F041,3,0.9372047244094488,16|5|16|16,0,2.75,16,16,0,21,0.65625,11
91,219,T2,A03,28,F040|F044,2,0.8679039301310044,12|13|16,0,2.3333333333333335,12,16,0,28,1.0,0
92,229,T2,A03,47,F040|F041,2,1.0,16|16|16|16,0,0,16,16,15,26,0.5531914893617021,21
93,301,T3,A03,41,F037|F040|F042|F044,4,0.6826054972246371,9|18|4|12|18,1,6.8,9,18,14,19,0.4634146341463415,22
