route_index,aircraft_time,aircraft_type,base_airport,passenger_count,service_sequence,offshore_landing_count,utilization,per_leg_load,min_residual_seats,mean_residual_seats,outbound_passenger_count,inbound_passenger_count,shuttle_passenger_count,land_count,land_fraction,fixed_airport_count,absorption_score,absorption_components,compatible_neighbor_count,neighbor_slack_sum,absorption_rank
57,199,T2,A03,32,F038|F043,2,0.9793354943273906,16|12|16,0,1.3333333333333333,16,16,0,26,0.8125,6,0.630263158,"{""compatible_neighbors"": 0.6, ""geometry"": 0.6, ""land_flexibility"": 0.7473684210526316, ""low_passengers"": 0.8736842105263158, ""low_utilization"": 0.3052631578947368, ""neighbor_slack"": 0.631578947368421, ""shared_facilities"": 0.6105263157894737, ""source_time"": 0.6736842105263158}",95,794.0,11
58,195,T2,A03,25,F038|F048|F046,3,0.7221852836879432,16|9|1|9,0,7.25,16,9,0,14,0.56,11,0.623684211,"{""compatible_neighbors"": 0.6105263157894737, ""geometry"": 0.6105263157894737, ""land_flexibility"": 0.27368421052631575, ""low_passengers"": 0.9894736842105263, ""low_utilization"": 0.9368421052631579, ""neighbor_slack"": 0.010526315789473717, ""shared_facilities"": 0.9263157894736842, ""source_time"": 0.631578947368421}",95,769.0,12
46,266,T2,A03,32,F044|F040|F042,3,0.9765415549597856,16|15|7|16|16,0,2,16,16,0,25,0.78125,7,0.621052632,"{""compatible_neighbors"": 0.4842105263157894, ""geometry"": 0.4842105263157894, ""land_flexibility"": 0.6947368421052631, ""low_passengers"": 0.8526315789473684, ""low_utilization"": 0.3263157894736842, ""neighbor_slack"": 0.3894736842105263, ""shared_facilities"": 0.7894736842105263, ""source_time"": 0.9473684210526316}",95,788.0,13
74,210,T3,A01,44,F006|F010|F007,3,0.935199841709537,19|12|19|17,0,2.25,19,17,8,27,0.6136363636363636,17,0.611842105,"{""compatible_neighbors"": 0.7789473684210526, ""geometry"": 0.7789473684210526, ""land_flexibility"": 0.3263157894736842, ""low_passengers"": 0.3894736842105263, ""low_utilization"": 0.5368421052631579, ""neighbor_slack"": 0.4421052631578948, ""shared_facilities"": 0.8736842105263158, ""source_time"": 0.7684210526315789}",95,789.0,14
84,125,T2,A01,38,F005|F017,2,0.887402088772846,13|13|16,0,2,13,16,9,29,0.7631578947368421,9,0.609210526,"{""compatible_neighbors"": 0.8842105263157894, ""geometry"": 0.8842105263157894, ""land_flexibility"": 0.6631578947368422, ""low_passengers"": 0.6105263157894737, ""low_utilization"": 0.7157894736842105, ""neighbor_slack"": 0.6, ""shared_facilities"": 0.4526315789473684, ""source_time"": 0.06315789473684208}",95,792.0,15
77,116,T2,A01,32,F022,1,1.0,16|16,0,0,16,16,0,32,1.0,0,0.607894737,"{""compatible_neighbors"": 0.8105263157894737, ""geometry"": 0.8105263157894737, ""land_flexibility"": 1.0, ""low_passengers"": 0.8947368421052632, ""low_utilization"": 0.18947368421052635, ""neighbor_slack"": 0.968421052631579, ""shared_facilities"": 0.1578947368421053, ""source_time"": 0.03157894736842104}",95,798.0,16
78,165,T3,A01,45,F022|F033,2,0.9325295617899374,16|19|19,0,1,16,19,10,35,0.7777777777777778,10,0.605263158,"{""compatible_neighbors"": 0.8210526315789474, ""geometry"": 0.8210526315789474, ""land_flexibility"": 0.6842105263157895, ""low_passengers"": 0.35789473684210527, ""low_utilization"": 0.5578947368421052, ""neighbor_slack"": 0.6842105263157895, ""shared_facilities"": 0.5263157894736843, ""source_time"": 0.3894736842105263}",95,795.0,17
63,162,T3,A02,35,F049,1,0.9210526315789473,19|16,0,1.5,19,16,0,35,1.0,0,0.603947368,"{""compatible_neighbors"": 0.6631578947368422, ""geometry"": 0.6631578947368422, ""land_flexibility"": 0.9578947368421052, ""low_passengers"": 0.736842105263158, ""low_utilization"": 0.6526315789473685, ""neighbor_slack"": 0.6736842105263158, ""shared_facilities"": 0.1473684210526316, ""source_time"": 0.33684210526315794}",95,795.0,18
41,201,T2,A03,32,F041|F045,2,0.8594548551959114,16|16|15|11,0,1.5,16,11,5,23,0.71875,9,0.602631579,"{""compatible_neighbors"": 0.43157894736842106, ""geometry"": 0.43157894736842106, ""land_flexibility"": 0.5684210526315789, ""low_passengers"": 0.8421052631578947, ""low_utilization"": 0.7684210526315789, ""neighbor_slack"": 0.5578947368421052, ""shared_facilities"": 0.5157894736842106, ""source_time"": 0.7052631578947368}",95,792.0,19
90,219,T3,A02,53,F023|F032,2,1.0,19|19|19|19,0,0,19,19,15,37,0.6981132075471698,16,0.597368421,"{""compatible_neighbors"": 0.9473684210526316, ""geometry"": 0.9473684210526316, ""land_flexibility"": 0.4842105263157894, ""low_passengers"": 0.17894736842105263, ""low_utilization"": 0.21052631578947367, ""neighbor_slack"": 0.9894736842105263, ""shared_facilities"": 0.19999999999999996, ""source_time"": 0.8210526315789474}",95,798.0,20
92,238,T3,A03,56,F043|F051|F038,3,0.9703628002043945,19|19|14|18,0,1.5,19,18,19,25,0.44642857142857145,31,0.597368421,"{""compatible_neighbors"": 0.968421052631579, ""geometry"": 0.968421052631579, ""land_flexibility"": 0.10526315789473684, ""low_passengers"": 0.08421052631578951, ""low_utilization"": 0.3894736842105263, ""neighbor_slack"": 0.6105263157894737, ""shared_facilities"": 0.7473684210526316, ""source_time"": 0.9052631578947369}",95,792.0,21
83,182,T3,A02,38,F029|F021|F036,3,0.7255163224516988,9|19|7|19,0,5.5,9,19,10,20,0.5263157894736842,18,0.593421053,"{""compatible_neighbors"": 0.8736842105263158, ""geometry"": 0.8736842105263158, ""land_flexibility"": 0.19999999999999996, ""low_passengers"": 0.6, ""low_utilization"": 0.9263157894736842, ""neighbor_slack"": 0.052631578947368474, ""shared_facilities"": 0.6947368421052631, ""source_time"": 0.5263157894736843}",95,776.0,22
49,263,T3,A03,39,F044|F037,2,0.7597692862292718,9|16|19,0,4.333333333333333,9,19,11,28,0.717948717948718,11,0.589473684,"{""compatible_neighbors"": 0.5157894736842106, ""geometry"": 0.5157894736842106, ""land_flexibility"": 0.5473684210526315, ""low_passengers"": 0.43157894736842106, ""low_utilization"": 0.9052631578947369, ""neighbor_slack"": 0.26315789473684215, ""shared_facilities"": 0.6, ""source_time"": 0.9368421052631579}",95,785.0,23
47,194,T2,A03,32,F044,1,1.0,16|16,0,0,16,16,0,29,0.90625,3,0.588157895,"{""compatible_neighbors"": 0.49473684210526314, ""geometry"": 0.49473684210526314, ""land_flexibility"": 0.8, ""low_passengers"": 0.8631578947368421, ""low_utilization"": 0.11578947368421055, ""neighbor_slack"": 0.8947368421052632, ""shared_facilities"": 0.43157894736842106, ""source_time"": 0.6105263157894737}",95,798.0,24
68,190,T2,A03,33,F031|F047|F049,3,0.5768253234750462,15|6|16|3,0,6,15,3,15,10,0.30303030303030304,23,0.580263158,"{""compatible_neighbors"": 0.7157894736842105, ""geometry"": 0.7157894736842105, ""land_flexibility"": 0.021052631578947323, ""low_passengers"": 0.7894736842105263, ""low_utilization"": 0.9894736842105263, ""neighbor_slack"": 0.021052631578947323, ""shared_facilities"": 0.8105263157894737, ""source_time"": 0.5789473684210527}",95,774.0,25
70,211,T3,A03,53,F039|F048,2,0.9172087522176227,19|19|16|16,0,1.5,19,16,18,31,0.5849056603773585,22,0.576315789,"{""compatible_neighbors"": 0.736842105263158, ""geometry"": 0.736842105263158, ""land_flexibility"": 0.3157894736842105, ""low_passengers"": 0.16842105263157892, ""low_utilization"": 0.6631578947368422, ""neighbor_slack"": 0.5789473684210527, ""shared_facilities"": 0.631578947368421, ""source_time"": 0.7789473684210526}",95,792.0,26
73,155,T3,A01,38,F027|F024,2,0.9551010226989274,19|1|19,0,6,19,19,0,38,1.0,0,0.575,"{""compatible_neighbors"": 0.7684210526315789, ""geometry"": 0.7684210526315789, ""land_flexibility"": 0.9894736842105263, ""low_passengers"": 0.5789473684210527, ""low_utilization"": 0.4526315789473684, ""neighbor_slack"": 0.12631578947368416, ""shared_facilities"": 0.6421052631578947, ""source_time"": 0.27368421052631575}",95,780.0,27
69,195,T2,A03,45,F045|F048,2,0.9839857651245552,16|13|13|16,0,1.5,16,16,13,32,0.7111111111111111,13,0.567105263,"{""compatible_neighbors"": 0.7263157894736842, ""geometry"": 0.7263157894736842, ""land_flexibility"": 0.5157894736842106, ""low_passengers"": 0.34736842105263155, ""low_utilization"": 0.28421052631578947, ""neighbor_slack"": 0.5684210526315789, ""shared_facilities"": 0.7263157894736842, ""source_time"": 0.6421052631578947}",95,792.0,28
42,207,T3,A02,38,F031|F052,2,0.9427300265051117,19|8|19,0,3.6666666666666665,19,19,0,38,1.0,0,0.563157895,"{""compatible_neighbors"": 0.4421052631578948, ""geometry"": 0.4421052631578948, ""land_flexibility"": 0.9157894736842105, ""low_passengers"": 0.5263157894736843, ""low_utilization"": 0.5263157894736843, ""neighbor_slack"": 0.3263157894736842, ""shared_facilities"": 0.5789473684210527, ""source_time"": 0.7473684210526316}",95,787.0,29
67,168,T3,A01,38,F033|F001,2,0.9653679653679653,19|0|19,0,6.333333333333333,19,19,0,38,1.0,0,0.561842105,"{""compatible_neighbors"": 0.7052631578947368, ""geometry"": 0.7052631578947368, ""land_flexibility"": 0.968421052631579, ""low_passengers"": 0.5578947368421052, ""low_utilization"": 0.42105263157894735, ""neighbor_slack"": 0.08421052631578951, ""shared_facilities"": 0.6210526315789473, ""source_time"": 0.43157894736842106}",95,779.0,30
71,229,T3,A03,67,F049|F048|F039,3,0.9263722813294417,18|18|18|18|17,1,1.2,18,17,32,30,0.44776119402985076,37,0.560526316,"{""compatible_neighbors"": 0.7473684210526316, ""geometry"": 0.7473684210526316, ""land_flexibility"": 0.11578947368421055, ""low_passengers"": 0.010526315789473717, ""low_utilization"": 0.6, ""neighbor_slack"": 0.5894736842105264, ""shared_facilities"": 0.8210526315789474, ""source_time"": 0.8526315789473684}",95,792.0,31
56,182,T2,A03,31,F045|F038,2,0.9213673285198556,16|2|15,0,5,16,15,0,17,0.5483870967741935,14,0.557894737,"{""compatible_neighbors"": 0.5894736842105264, ""geometry"": 0.5894736842105264, ""land_flexibility"": 0.2315789473684211, ""low_passengers"": 0.9157894736842105, ""low_utilization"": 0.631578947368421, ""neighbor_slack"": 0.18947368421052635, ""shared_facilities"": 0.8, ""source_time"": 0.5157894736842106}",95,783.0,32
62,148,T3,A01,38,F021,1,1.0,19|19,0,0,19,19,0,38,1.0,0,0.551315789,"{""compatible_neighbors"": 0.6526315789473685, ""geometry"": 0.6526315789473685, ""land_flexibility"": 0.9473684210526316, ""low_passengers"": 0.5368421052631579, ""low_utilization"": 0.1578947368421053, ""neighbor_slack"": 0.9368421052631579, ""shared_facilities"": 0.33684210526315794, ""source_time"": 0.18947368421052635}",95,798.0,33
50,283,T3,A03,48,F037|F040|F044|F041,4,0.6340989272085823,5|19|17|19|19,0,3.2,5,19,24,18,0.375,30,0.55,"{""compatible_neighbors"": 0.5263157894736843, ""geometry"": 0.5263157894736843, ""land_flexibility"": 0.04210526315789476, ""low_passengers"": 0.28421052631578947, ""low_utilization"": 0.9789473684210527, ""neighbor_slack"": 0.1578947368421053, ""shared_facilities"": 0.9052631578947369, ""source_time"": 0.9789473684210527}",95,782.0,34
72,144,T3,A01,38,F029,1,1.0,19|19,0,0,19,19,0,38,1.0,0,0.547368421,"{""compatible_neighbors"": 0.7578947368421053, ""geometry"": 0.7578947368421053, ""land_flexibility"": 0.9789473684210527, ""low_passengers"": 0.5684210526315789, ""low_utilization"": 0.17894736842105263, ""neighbor_slack"": 0.9578947368421052, ""shared_facilities"": 0.021052631578947323, ""source_time"": 0.1578947368421053}",95,798.0,35
80,179,T2,A02,58,F018|F026|F033,3,1.0,16|16|16|16,0,0,16,16,26,26,0.4482758620689655,32,0.544736842,"{""compatible_neighbors"": 0.8421052631578947, ""geometry"": 0.8421052631578947, ""land_flexibility"": 0.12631578947368416, ""low_passengers"": 0.03157894736842104, ""low_utilization"": 0.19999999999999996, ""neighbor_slack"": 0.9789473684210527, ""shared_facilities"": 0.8315789473684211, ""source_time"": 0.5052631578947369}",95,798.0,36
51,240,T2,A03,47,F040|F044|F041|F045,4,0.9548258345428157,16|11|14|15|15,0,1.8,16,15,16,24,0.5106382978723404,23,0.543421053,"{""compatible_neighbors"": 0.5368421052631579, ""geometry"": 0.5368421052631579, ""land_flexibility"": 0.17894736842105263, ""low_passengers"": 0.3052631578947368, ""low_utilization"": 0.4631578947368421, ""neighbor_slack"": 0.43157894736842106, ""shared_facilities"": 0.9789473684210527, ""source_time"": 0.9157894736842105}",95,789.0,37
61,116,T2,A01,32,F022,1,1.0,16|16,0,0,16,16,0,32,1.0,0,0.542105263,"{""compatible_neighbors"": 0.6421052631578947, ""geometry"": 0.6421052631578947, ""land_flexibility"": 0.9368421052631579, ""low_passengers"": 0.8842105263157894, ""low_utilization"": 0.1473684210526316, ""neighbor_slack"": 0.9263157894736842, ""shared_facilities"": 0.13684210526315788, ""source_time"": 0.021052631578947323}",95,798.0,38
43,208,T3,A02,34,F036|F049,2,0.64675921302307,4|18|18|18,1,4.5,4,18,12,22,0.6470588235294118,12,0.539473684,"{""compatible_neighbors"": 0.4526315789473684, ""geometry"": 0.4526315789473684, ""land_flexibility"": 0.3789473684210526, ""low_passengers"": 0.7684210526315789, ""low_utilization"": 0.968421052631579, ""neighbor_slack"": 0.11578947368421055, ""shared_facilities"": 0.42105263157894735, ""source_time"": 0.7578947368421053}",95,780.0,39
48,263,T3,A03,52,F037|F044,2,1.0,19|19|19,0,0,19,19,14,37,0.7115384615384616,15,0.535526316,"{""compatible_neighbors"": 0.5052631578947369, ""geometry"": 0.5052631578947369, ""land_flexibility"": 0.5263157894736843, ""low_passengers"": 0.19999999999999996, ""low_utilization"": 0.12631578947368416, ""neighbor_slack"": 0.9052631578947369, ""shared_facilities"": 0.5894736842105264, ""source_time"": 0.9263157894736842}",95,798.0,40
17,215,T2,A01,32,F002|F011|F001,3,0.8342177672955975,16|1|14|16,0,4.25,16,16,0,23,0.71875,9,0.532894737,"{""compatible_neighbors"": 0.17894736842105263, ""geometry"": 0.17894736842105263, ""land_flexibility"": 0.5578947368421052, ""low_passengers"": 0.8105263157894737, ""low_utilization"": 0.8210526315789474, ""neighbor_slack"": 0.13684210526315788, ""shared_facilities"": 0.7789473684210526, ""source_time"": 0.8}",95,781.0,41
65,150,T3,A01,38,F001,1,1.0,19|19,0,0,19,19,0,35,0.9210526315789473,3,0.530263158,"{""compatible_neighbors"": 0.6842105263157895, ""geometry"": 0.6842105263157895, ""land_flexibility"": 0.8105263157894737, ""low_passengers"": 0.5473684210526315, ""low_utilization"": 0.16842105263157892, ""neighbor_slack"": 0.9473684210526316, ""shared_facilities"": 0.18947368421052635, ""source_time"": 0.21052631578947367}",95,798.0,42
82,177,T3,A01,56,F021|F025|F027,3,0.9727688787185355,19|7|18|19,0,3.25,19,19,18,38,0.6785714285714286,18,0.530263158,"{""compatible_neighbors"": 0.8631578947368421, ""geometry"": 0.8631578947368421, ""land_flexibility"": 0.42105263157894735, ""low_passengers"": 0.06315789473684208, ""low_utilization"": 0.368421052631579, ""neighbor_slack"": 0.28421052631578947, ""shared_facilities"": 0.8842105263157894, ""source_time"": 0.49473684210526314}",95,785.0,43
86,161,T3,A01,56,F001|F016,2,0.9951068146556868,19|18|19,0,0.3333333333333333,19,19,18,38,0.6785714285714286,18,0.525,"{""compatible_neighbors"": 0.9052631578947369, ""geometry"": 0.9052631578947369, ""land_flexibility"": 0.43157894736842106, ""low_passengers"": 0.0736842105263158, ""low_utilization"": 0.2421052631578947, ""neighbor_slack"": 0.7684210526315789, ""shared_facilities"": 0.5473684210526315, ""source_time"": 0.3263157894736842}",95,797.0,44
60,235,T3,A03,70,F045|F051|F038|F039,4,0.9470016504676325,19|17|15|19|17,0,1.6,19,17,34,28,0.4,42,0.519736842,"{""compatible_neighbors"": 0.631578947368421, ""geometry"": 0.631578947368421, ""land_flexibility"": 0.052631578947368474, ""low_passengers"": 0.0, ""low_utilization"": 0.5157894736842106, ""neighbor_slack"": 0.4631578947368421, ""shared_facilities"": 0.9894736842105263, ""source_time"": 0.8736842105263158}",95,790.0,45
22,200,T3,A02,33,F031|F023,2,0.8585649517051055,14|10|19,0,4.666666666666667,14,19,0,25,0.7575757575757576,8,0.518421053,"{""compatible_neighbors"": 0.2315789473684211, ""geometry"": 0.2315789473684211, ""land_flexibility"": 0.6526315789473685, ""low_passengers"": 0.7789473684210526, ""low_utilization"": 0.7789473684210526, ""neighbor_slack"": 0.2210526315789474, ""shared_facilities"": 0.5684210526315789, ""source_time"": 0.6842105263157895}",95,784.0,46
79,173,T3,A02,38,F033|F019,2,0.9789034172069003,19|11|19,0,2.6666666666666665,19,19,0,16,0.42105263157894735,22,0.518421053,"{""compatible_neighbors"": 0.8315789473684211, ""geometry"": 0.8315789473684211, ""land_flexibility"": 0.09473684210526312, ""low_passengers"": 0.5894736842105264, ""low_utilization"": 0.3157894736842105, ""neighbor_slack"": 0.4736842105263158, ""shared_facilities"": 0.5368421052631579, ""source_time"": 0.4736842105263158}",95,790.0,47
85,129,T2,A01,45,F016|F005,2,0.9635416666666666,15|14|16,0,1,15,16,14,25,0.5555555555555556,20,0.513157895,"{""compatible_neighbors"": 0.8947368421052632, ""geometry"": 0.8947368421052632, ""land_flexibility"": 0.26315789473684215, ""low_passengers"": 0.368421052631579, ""low_utilization"": 0.43157894736842106, ""neighbor_slack"": 0.6947368421052631, ""shared_facilities"": 0.4631578947368421, ""source_time"": 0.09473684210526312}",95,795.0,48
40,158,T3,A01,35,F015|F012,2,0.8958333333333334,19|12|16,0,3.3333333333333335,19,16,0,34,0.9714285714285714,1,0.509210526,"{""compatible_neighbors"": 0.42105263157894735, ""geometry"": 0.42105263157894735, ""land_flexibility"": 0.8210526315789474, ""low_passengers"": 0.7157894736842105, ""low_utilization"": 0.6947368421052631, ""neighbor_slack"": 0.3789473684210526, ""shared_facilities"": 0.3052631578947368, ""source_time"": 0.3157894736842105}",95,788.0,49
66,152,T3,A01,36,F005|F012,2,0.9268724696356275,19|10|17,0,3.6666666666666665,19,17,0,25,0.6944444444444444,11,0.507894737,"{""compatible_neighbors"": 0.6947368421052631, ""geometry"": 0.6947368421052631, ""land_flexibility"": 0.4736842105263158, ""low_passengers"": 0.6947368421052631, ""low_utilization"": 0.5894736842105264, ""neighbor_slack"": 0.33684210526315794, ""shared_facilities"": 0.34736842105263155, ""source_time"": 0.2315789473684211}",95,787.0,50
45,196,T2,A03,35,F039|F052,2,0.6927175843694494,16|14|14|6,0,3.5,16,6,13,17,0.4857142857142857,18,0.498684211,"{""compatible_neighbors"": 0.4736842105263158, ""geometry"": 0.4736842105263158, ""land_flexibility"": 0.1578947368421053, ""low_passengers"": 0.7263157894736842, ""low_utilization"": 0.9473684210526316, ""neighbor_slack"": 0.2421052631578947, ""shared_facilities"": 0.3157894736842105, ""source_time"": 0.6526315789473685}",95,784.0,51
53,118,T3,A01,37,F020,1,0.9736842105263158,18|19,0,0.5,18,19,0,37,1.0,0,0.497368421,"{""compatible_neighbors"": 0.5578947368421052, ""geometry"": 0.5578947368421052, ""land_flexibility"": 0.9263157894736842, ""low_passengers"": 0.6526315789473685, ""low_utilization"": 0.35789473684210527, ""neighbor_slack"": 0.7473684210526316, ""shared_facilities"": 0.12631578947368416, ""source_time"": 0.052631578947368474}",95,797.0,52
26,166,T2,A02,30,F011|F028,2,0.9317718940936863,14|12|16,0,2,14,16,0,23,0.7666666666666667,7,0.493421053,"{""compatible_neighbors"": 0.27368421052631575, ""geometry"": 0.27368421052631575, ""land_flexibility"": 0.6736842105263158, ""low_passengers"": 0.9578947368421052, ""low_utilization"": 0.5789473684210527, ""neighbor_slack"": 0.5368421052631579, ""shared_facilities"": 0.25263157894736843, ""source_time"": 0.4}",95,792.0,53
59,221,T3,A03,55,F052|F048|F038,3,0.9746173945502054,19|19|3|19,0,4,19,19,17,32,0.5818181818181818,23,0.492105263,"{""compatible_neighbors"": 0.6210526315789473, ""geometry"": 0.6210526315789473, ""land_flexibility"": 0.3052631578947368, ""low_passengers"": 0.10526315789473684, ""low_utilization"": 0.33684210526315794, ""neighbor_slack"": 0.16842105263157892, ""shared_facilities"": 0.9368421052631579, ""source_time"": 0.8421052631578947}",95,782.0,54
28,164,T3,A02,35,F047,1,0.9210526315789473,17|18,1,1.5,17,18,0,35,1.0,0,0.489473684,"{""compatible_neighbors"": 0.2947368421052632, ""geometry"": 0.2947368421052632, ""land_flexibility"": 0.8947368421052632, ""low_passengers"": 0.7052631578947368, ""low_utilization"": 0.6421052631578947, ""neighbor_slack"": 0.6526315789473685, ""shared_facilities"": 0.06315789473684208, ""source_time"": 0.368421052631579}",95,795.0,55
64,202,T3,A02,54,F046|F047|F031,3,0.8992865267293971,19|18|0|17,0,5.5,19,17,18,30,0.5555555555555556,24,0.485526316,"{""compatible_neighbors"": 0.6736842105263158, ""geometry"": 0.6736842105263158, ""land_flexibility"": 0.25263157894736843, ""low_passengers"": 0.12631578947368416, ""low_utilization"": 0.6842105263157895, ""neighbor_slack"": 0.04210526315789476, ""shared_facilities"": 0.7157894736842105, ""source_time"": 0.7157894736842105}",95,776.0,56
16,169,T3,A01,37,F007|F004,2,0.924892703862661,19|6|18,0,4.666666666666667,19,18,0,37,1.0,0,0.472368421,"{""compatible_neighbors"": 0.16842105263157892, ""geometry"": 0.16842105263157892, ""land_flexibility"": 0.8736842105263158, ""low_passengers"": 0.6421052631578947, ""low_utilization"": 0.6105263157894737, ""neighbor_slack"": 0.21052631578947367, ""shared_facilities"": 0.6631578947368422, ""source_time"": 0.4421052631578948}",95,784.0,57
52,276,T3,A03,55,F042|F040,2,0.9980112223879537,19|18|19|19,0,0.25,19,19,17,30,0.5454545454545454,25,0.457894737,"{""compatible_neighbors"": 0.5473684210526315, ""geometry"": 0.5473684210526315, ""land_flexibility"": 0.2210526315789474, ""low_passengers"": 0.09473684210526312, ""low_utilization"": 0.2315789473684211, ""neighbor_slack"": 0.736842105263158, ""shared_facilities"": 0.3263157894736842, ""source_time"": 0.9578947368421052}",95,797.0,58
15,148,T3,A01,31,F028,1,0.8157894736842105,12|19,0,3.5,12,19,0,31,1.0,0,0.453947368,"{""compatible_neighbors"": 0.1578947368421053, ""geometry"": 0.1578947368421053, ""land_flexibility"": 0.8631578947368421, ""low_passengers"": 0.9052631578947369, ""low_utilization"": 0.8421052631578947, ""neighbor_slack"": 0.49473684210526314, ""shared_facilities"": 0.04210526315789476, ""source_time"": 0.16842105263157892}",95,791.0,59
1,158,T2,A02,29,F019|F024,2,0.8834677419354838,16|9|13,0,3.3333333333333335,16,13,0,24,0.8275862068965517,5,0.451315789,"{""compatible_neighbors"": 0.010526315789473717, ""geometry"": 0.010526315789473717, ""land_flexibility"": 0.7684210526315789, ""low_passengers"": 0.968421052631579, ""low_utilization"": 0.736842105263158, ""neighbor_slack"": 0.34736842105263155, ""shared_facilities"": 0.4736842105263158, ""source_time"": 0.2947368421052632}",95,788.0,60
