source_route,target_route,facility_overlap,od_overlap,minimum_facility_distance_km,airport_compatible,same_base_airport,target_residual_sum,target_residual_min,residual_seat_complementarity,land_reassignment_compatible,shuttle_interaction
14,12,0,0,33.0,True,True,17,0,17,True,False
14,13,0,0,48.0,True,True,4,0,4,True,False
14,15,0,0,262.0,True,False,0,0,0,True,False
14,16,0,0,21.0,True,True,6,0,6,True,False
14,17,0,0,41.0,True,True,10,0,10,True,False
14,18,0,0,19.0,True,True,20,0,20,True,False
14,19,0,0,41.0,True,True,0,0,0,True,False
14,20,0,0,19.0,True,True,22,0,22,True,False
14,21,0,0,387.0,True,False,12,0,12,True,False
14,22,0,0,307.0,True,False,6,0,6,True,False
14,23,1,1,0.0,True,True,2,0,2,True,True
14,24,0,0,48.0,True,True,4,0,4,True,False
14,25,0,0,72.0,True,True,8,4,8,True,False
14,26,0,0,115.0,True,True,1,0,1,True,False
14,27,0,0,33.0,True,True,4,0,4,True,False
14,28,0,0,305.0,True,False,2,0,2,True,False
14,29,0,0,48.0,True,True,10,5,10,True,False
14,30,1,0,0.0,True,True,3,0,3,True,True
14,31,2,2,0.0,True,True,9,0,9,True,True
14,32,0,0,305.0,True,False,0,0,0,True,False
14,33,0,0,338.0,True,False,2,0,2,True,False
14,34,0,0,191.0,True,True,0,0,0,True,False
14,35,0,0,88.0,True,True,1,0,1,True,False
14,36,0,0,131.0,True,True,8,1,8,True,False
14,37,0,0,191.0,True,False,20,0,20,True,False
14,38,0,0,177.0,True,True,3,1,3,True,False
14,39,0,0,177.0,True,False,1,0,1,True,False
14,40,0,0,176.0,True,True,12,0,12,True,False
14,41,0,0,175.0,True,True,6,0,6,True,False
14,42,0,0,361.0,True,False,8,0,8,True,False
14,43,0,0,130.0,True,True,0,0,0,True,False
14,44,0,0,130.0,True,True,4,0,4,True,False
14,45,0,0,134.0,True,False,11,0,11,True,False
14,46,0,0,271.0,True,False,11,0,11,True,False
14,47,0,0,338.0,True,False,6,0,6,True,False
14,48,0,0,338.0,True,False,2,0,2,True,False
14,49,0,0,307.0,True,False,24,0,24,True,False
14,50,0,0,307.0,True,False,21,0,21,True,False
14,51,0,0,307.0,True,False,16,0,16,True,False
14,52,0,0,498.0,True,False,2,0,2,True,False
14,53,0,0,361.0,True,False,0,0,0,True,False
14,54,0,0,89.0,True,True,7,1,7,True,False
14,55,0,0,41.0,True,True,13,0,13,True,False
14,56,0,0,407.0,True,False,6,0,6,True,False
14,57,0,0,380.0,True,False,1,0,1,True,False
14,58,0,0,407.0,True,False,10,0,10,True,False
14,59,0,0,103.0,True,False,0,0,0,True,False
14,60,0,0,130.0,True,False,25,0,25,True,False
14,61,0,0,103.0,True,True,11,1,11,True,False
14,62,0,0,88.0,True,True,14,2,14,True,False
14,63,0,0,64.0,True,True,5,0,5,True,False
14,64,0,0,112.0,True,True,0,0,0,True,False
14,65,0,0,434.0,True,False,21,2,21,True,False
14,66,0,0,407.0,True,False,13,0,13,True,False
14,67,0,0,434.0,True,False,0,0,0,True,False
14,68,0,0,459.0,True,False,14,0,14,True,False
14,69,0,0,272.0,True,False,0,0,0,True,False
14,70,0,0,287.0,True,False,9,0,9,True,False
14,71,0,0,208.0,True,True,0,0,0,True,False
14,72,0,0,230.0,True,False,0,0,0,True,False
14,73,0,0,230.0,True,False,6,1,6,True,False
14,74,0,0,230.0,True,False,34,0,34,True,False
14,75,0,0,208.0,True,False,9,0,9,True,False
14,76,0,0,175.0,True,False,16,0,16,True,False
14,77,0,0,175.0,True,True,15,0,15,True,False
14,78,0,0,175.0,True,False,11,0,11,True,False
14,79,0,0,208.0,True,False,19,0,19,True,False
14,80,0,0,208.0,True,True,0,0,0,True,False
14,81,0,0,208.0,True,False,14,0,14,True,False
14,82,0,0,252.0,True,False,9,0,9,True,False
14,83,0,0,252.0,True,False,5,0,5,True,False
14,84,0,0,262.0,True,False,12,0,12,True,False
14,85,0,0,252.0,True,False,17,0,17,True,False
14,86,0,0,208.0,True,False,11,0,11,True,False
14,87,0,0,72.0,True,True,9,1,9,True,False
14,88,0,0,88.0,True,True,5,0,5,True,False
14,89,0,0,72.0,True,True,7,0,7,True,False
14,90,0,0,88.0,True,True,1,0,1,True,False
14,91,0,0,85.0,True,True,4,0,4,True,False
14,92,0,0,85.0,True,False,16,0,16,True,False
14,93,0,0,131.0,True,True,19,0,19,True,False
14,94,0,0,134.0,True,False,2,0,2,True,False
15,0,0,0,143.0,True,False,10,0,10,True,False
15,1,0,0,87.0,True,True,0,0,0,True,False
15,2,0,0,130.0,True,False,0,0,0,True,False
15,3,0,0,130.0,True,False,0,0,0,True,False
15,4,0,0,116.0,True,False,0,0,0,True,False
15,5,0,0,277.0,True,False,0,0,0,True,False
15,6,0,0,95.0,True,False,0,0,0,True,False
15,7,0,0,222.0,True,False,0,0,0,True,False
15,8,0,0,222.0,True,True,4,0,4,True,False
15,9,0,0,294.0,True,False,0,0,0,True,False
15,10,0,0,294.0,True,False,12,0,12,True,False
15,11,0,0,171.0,True,False,13,0,13,True,False
15,12,0,0,132.0,True,False,17,0,17,True,False
15,13,0,0,201.0,True,False,4,0,4,True,False
15,14,0,0,262.0,True,False,4,0,4,True,False
15,16,0,0,294.0,True,False,6,0,6,True,False
15,17,0,0,303.0,True,False,10,0,10,True,False
15,18,0,0,277.0,True,False,20,0,20,True,False
15,19,0,0,303.0,True,False,0,0,0,True,False
15,20,0,0,277.0,True,False,22,0,22,True,False
15,21,0,0,134.0,True,False,12,0,12,True,False
15,22,0,0,81.0,True,False,6,0,6,True,False
15,23,0,0,274.0,True,False,2,0,2,True,False
15,24,0,0,314.0,True,False,4,0,4,True,False
15,25,0,0,204.0,True,False,8,4,8,True,False
15,26,0,0,117.0,True,False,1,0,1,True,False
15,27,0,0,201.0,True,False,4,0,4,True,False
15,28,0,0,58.0,True,False,2,0,2,True,False
15,29,0,0,228.0,True,False,10,5,10,True,False
15,30,0,0,274.0,True,False,3,0,3,True,False
15,31,0,0,228.0,True,False,9,0,9,True,False
15,32,0,0,58.0,True,False,0,0,0,True,False
15,33,0,0,95.0,True,False,2,0,2,True,False
15,34,0,0,75.0,True,False,0,0,0,True,False
15,35,0,0,155.0,True,False,1,0,1,True,False
15,36,0,0,132.0,True,False,8,1,8,True,False
15,37,0,0,52.0,True,True,20,0,20,True,False
15,38,0,0,90.0,True,False,3,1,3,True,False
15,39,0,0,90.0,True,True,1,0,1,True,False
15,40,0,0,38.0,True,False,12,0,12,True,False
15,41,0,0,60.0,True,False,6,0,6,True,False
15,42,0,0,125.0,True,False,8,0,8,True,False
15,43,0,0,143.0,True,False,0,0,0,True,False
15,44,0,0,116.0,True,False,4,0,4,True,False
15,45,0,0,116.0,True,True,11,0,11,True,False
15,46,0,0,52.0,True,False,11,0,11,True,False
15,47,0,0,95.0,True,False,6,0,6,True,False
15,48,0,0,95.0,True,False,2,0,2,True,False
15,49,0,0,81.0,True,False,24,0,24,True,False
15,50,0,0,81.0,True,False,21,0,21,True,False
15,51,0,0,92.0,True,False,16,0,16,True,False
15,52,0,0,239.0,True,False,2,0,2,True,False
15,53,0,0,125.0,True,False,0,0,0,True,False
15,54,0,0,173.0,True,False,7,1,7,True,False
15,55,0,0,160.0,True,False,13,0,13,True,False
15,56,0,0,154.0,True,False,6,0,6,True,False
15,57,0,0,137.0,True,False,1,0,1,True,False
15,58,0,0,154.0,True,False,10,0,10,True,False
15,59,0,0,147.0,True,True,0,0,0,True,False
15,60,0,0,116.0,True,True,25,0,25,True,False
15,61,0,0,155.0,True,False,11,1,11,True,False
15,62,0,0,173.0,True,False,14,2,14,True,False
15,63,0,0,173.0,True,False,5,0,5,True,False
15,64,0,0,132.0,True,False,0,0,0,True,False
15,65,0,0,178.0,True,False,21,2,21,True,False
15,66,0,0,154.0,True,False,13,0,13,True,False
15,67,0,0,178.0,True,False,0,0,0,True,False
15,68,0,0,201.0,True,False,14,0,14,True,False
15,69,0,0,39.0,True,False,0,0,0,True,False
15,70,0,0,56.0,True,False,9,0,9,True,False
15,71,0,0,60.0,True,False,0,0,0,True,False
15,72,0,0,52.0,True,True,0,0,0,True,False
15,73,0,0,52.0,True,False,6,1,6,True,False
15,74,0,0,52.0,True,False,34,0,34,True,False
15,75,0,0,25.0,True,True,9,0,9,True,False
15,76,0,0,87.0,True,True,16,0,16,True,False
15,77,0,0,60.0,True,False,15,0,15,True,False
15,78,0,0,60.0,True,True,11,0,11,True,False
15,79,0,0,25.0,True,True,19,0,19,True,False
15,80,0,0,70.0,True,False,0,0,0,True,False
15,81,0,0,25.0,True,True,14,0,14,True,False
15,82,0,0,25.0,True,True,9,0,9,True,False
15,83,0,0,25.0,True,True,5,0,5,True,False
15,84,1,1,0.0,True,True,12,0,12,True,False
15,85,1,1,0.0,True,True,17,0,17,True,True
15,86,0,0,14.0,True,True,11,0,11,True,False
15,87,0,0,171.0,True,False,9,1,9,True,False
15,88,0,0,171.0,True,False,5,0,5,True,False
15,89,0,0,171.0,True,False,7,0,7,True,False
15,90,0,0,132.0,True,False,1,0,1,True,False
15,91,0,0,147.0,True,False,4,0,4,True,False
15,92,0,0,147.0,True,True,16,0,16,True,False
15,93,0,0,117.0,True,False,19,0,19,True,False
15,94,0,0,117.0,True,True,2,0,2,True,False
16,0,0,0,139.0,True,True,10,0,10,True,False
16,1,0,0,207.0,True,False,0,0,0,True,False
16,2,0,0,164.0,True,True,0,0,0,True,False
16,3,0,0,164.0,True,True,0,0,0,True,False
16,4,0,0,178.0,True,True,0,0,0,True,False
16,5,0,0,34.0,True,True,0,0,0,True,False
16,6,0,0,360.0,True,False,0,0,0,True,False
16,7,0,0,86.0,True,True,0,0,0,True,False
16,8,0,0,69.0,True,False,4,0,4,True,False
16,9,1,1,0.0,True,True,0,0,0,True,True
16,10,2,1,0.0,True,True,12,0,12,True,True
16,11,0,0,105.0,True,True,13,0,13,True,False
16,12,0,0,30.0,True,True,17,0,17,True,False
16,13,0,0,67.0,True,True,4,0,4,True,False
16,14,0,0,21.0,True,True,4,0,4,True,False
16,15,0,0,294.0,True,False,0,0,0,True,False
16,17,1,0,0.0,True,True,10,0,10,True,True
16,18,1,0,0.0,True,True,20,0,20,True,True
16,19,0,0,14.0,True,True,0,0,0,True,False
16,20,1,0,0.0,True,True,22,0,22,True,True
16,21,0,0,411.0,True,False,12,0,12,True,False
16,22,0,0,326.0,True,False,6,0,6,True,False
16,23,0,0,21.0,True,True,2,0,2,True,False
16,24,1,0,0.0,True,True,4,0,4,True,True
16,25,0,0,92.0,True,True,8,4,8,True,False
16,26,0,0,150.0,True,True,1,0,1,True,False
16,27,0,0,69.0,True,True,4,0,4,True,False
16,28,0,0,330.0,True,False,2,0,2,True,False
16,29,0,0,67.0,True,True,10,5,10,True,False
16,30,1,1,0.0,True,True,3,0,3,True,True
16,31,0,0,21.0,True,True,9,0,9,True,False
16,32,0,0,326.0,True,False,0,0,0,True,False
16,33,0,0,360.0,True,False,2,0,2,True,False
16,34,0,0,220.0,True,True,0,0,0,True,False
16,35,0,0,119.0,True,True,1,0,1,True,False
16,36,0,0,168.0,True,True,8,1,8,True,False
16,37,0,0,220.0,True,False,20,0,20,True,False
16,38,0,0,215.0,True,True,3,1,3,True,False
16,39,0,0,215.0,True,False,1,0,1,True,False
16,40,0,0,207.0,True,True,12,0,12,True,False
16,41,0,0,200.0,True,True,6,0,6,True,False
16,42,0,0,381.0,True,False,8,0,8,True,False
16,43,0,0,153.0,True,True,0,0,0,True,False
16,44,0,0,153.0,True,True,4,0,4,True,False
16,45,0,0,164.0,True,False,11,0,11,True,False
16,46,0,0,294.0,True,False,11,0,11,True,False
16,47,0,0,360.0,True,False,6,0,6,True,False
16,48,0,0,360.0,True,False,2,0,2,True,False
16,49,0,0,326.0,True,False,24,0,24,True,False
16,50,0,0,326.0,True,False,21,0,21,True,False
16,51,0,0,326.0,True,False,16,0,16,True,False
16,52,0,0,525.0,True,False,2,0,2,True,False
16,53,0,0,381.0,True,False,0,0,0,True,False
16,54,0,0,127.0,True,True,7,1,7,True,False
16,55,0,0,86.0,True,True,13,0,13,True,False
16,56,0,0,431.0,True,False,6,0,6,True,False
16,57,0,0,401.0,True,False,1,0,1,True,False
16,58,0,0,431.0,True,False,10,0,10,True,False
16,59,0,0,136.0,True,False,0,0,0,True,False
16,60,0,0,153.0,True,False,25,0,25,True,False
16,61,0,0,136.0,True,True,11,1,11,True,False
16,62,0,0,119.0,True,True,14,2,14,True,False
16,63,0,0,95.0,True,True,5,0,5,True,False
16,64,0,0,139.0,True,True,0,0,0,True,False
16,65,0,0,459.0,True,False,21,2,21,True,False
16,66,0,0,431.0,True,False,13,0,13,True,False
16,67,0,0,459.0,True,False,0,0,0,True,False
16,68,0,0,485.0,True,False,14,0,14,True,False
16,69,0,0,298.0,True,False,0,0,0,True,False
16,70,0,0,311.0,True,False,9,0,9,True,False
16,71,0,0,236.0,True,True,0,0,0,True,False
16,72,0,0,255.0,True,False,0,0,0,True,False
16,73,0,0,255.0,True,False,6,1,6,True,False
16,74,0,0,255.0,True,False,34,0,34,True,False
16,75,0,0,233.0,True,False,9,0,9,True,False
16,76,0,0,200.0,True,False,16,0,16,True,False
16,77,0,0,200.0,True,True,15,0,15,True,False
16,78,0,0,200.0,True,False,11,0,11,True,False
16,79,0,0,236.0,True,False,19,0,19,True,False
16,80,0,0,233.0,True,True,0,0,0,True,False
16,81,0,0,233.0,True,False,14,0,14,True,False
16,82,0,0,280.0,True,False,9,0,9,True,False
16,83,0,0,280.0,True,False,5,0,5,True,False
16,84,0,0,294.0,True,False,12,0,12,True,False
16,85,0,0,280.0,True,False,17,0,17,True,False
16,86,0,0,233.0,True,False,11,0,11,True,False
16,87,0,0,92.0,True,True,9,1,9,True,False
16,88,0,0,119.0,True,True,5,0,5,True,False
16,89,0,0,92.0,True,True,7,0,7,True,False
16,90,0,0,119.0,True,True,1,0,1,True,False
16,91,0,0,105.0,True,True,4,0,4,True,False
16,92,0,0,105.0,True,False,16,0,16,True,False
16,93,0,0,168.0,True,True,19,0,19,True,False
16,94,0,0,164.0,True,False,2,0,2,True,False
17,0,0,0,152.0,True,True,10,0,10,True,False
17,1,0,0,217.0,True,False,0,0,0,True,False
17,2,0,0,174.0,True,True,0,0,0,True,False
17,3,0,0,174.0,True,True,0,0,0,True,False
17,4,0,0,187.0,True,True,0,0,0,True,False
17,5,0,0,27.0,True,True,0,0,0,True,False
17,6,0,0,377.0,True,False,0,0,0,True,False
17,7,0,0,83.0,True,True,0,0,0,True,False
17,8,0,0,73.0,True,False,4,0,4,True,False
17,9,0,0,30.0,True,True,0,0,0,True,False
17,10,2,2,0.0,True,True,12,0,12,True,True
17,11,0,0,124.0,True,True,13,0,13,True,False
17,12,0,0,30.0,True,True,17,0,17,True,False
17,13,0,0,88.0,True,True,4,0,4,True,False
17,14,0,0,41.0,True,True,4,0,4,True,False
17,15,0,0,303.0,True,False,0,0,0,True,False
17,16,1,0,0.0,True,True,6,0,6,True,True
17,18,2,1,0.0,True,True,20,0,20,True,True
17,19,1,2,0.0,True,True,0,0,0,True,False
17,20,2,1,0.0,True,True,22,0,22,True,True
17,21,0,0,426.0,True,False,12,0,12,True,False
17,22,0,0,345.0,True,False,6,0,6,True,False
17,23,0,0,30.0,True,True,2,0,2,True,False
17,24,1,1,0.0,True,True,4,0,4,True,True
17,25,0,0,110.0,True,True,8,4,8,True,False
17,26,0,0,156.0,True,True,1,0,1,True,False
17,27,0,0,73.0,True,True,4,0,4,True,False
17,28,0,0,345.0,True,False,2,0,2,True,False
17,29,0,0,88.0,True,True,10,5,10,True,False
17,30,1,0,0.0,True,True,3,0,3,True,True
17,31,0,0,41.0,True,True,9,0,9,True,False
17,32,0,0,345.0,True,False,0,0,0,True,False
17,33,0,0,377.0,True,False,2,0,2,True,False
17,34,0,0,232.0,True,True,0,0,0,True,False
17,35,0,0,128.0,True,True,1,0,1,True,False
17,36,0,0,173.0,True,True,8,1,8,True,False
17,37,0,0,232.0,True,False,20,0,20,True,False
17,38,0,0,218.0,True,True,3,1,3,True,False
17,39,0,0,218.0,True,False,1,0,1,True,False
17,40,0,0,217.0,True,True,12,0,12,True,False
17,41,0,0,214.0,True,True,6,0,6,True,False
17,42,0,0,400.0,True,False,8,0,8,True,False
17,43,0,0,168.0,True,True,0,0,0,True,False
17,44,0,0,168.0,True,True,4,0,4,True,False
17,45,0,0,174.0,True,False,11,0,11,True,False
17,46,0,0,310.0,True,False,11,0,11,True,False
17,47,0,0,377.0,True,False,6,0,6,True,False
17,48,0,0,377.0,True,False,2,0,2,True,False
17,49,0,0,345.0,True,False,24,0,24,True,False
17,50,0,0,345.0,True,False,21,0,21,True,False
17,51,0,0,345.0,True,False,16,0,16,True,False
17,52,0,0,539.0,True,False,2,0,2,True,False
17,53,0,0,400.0,True,False,0,0,0,True,False
17,54,0,0,130.0,True,True,7,1,7,True,False
17,55,0,0,83.0,True,True,13,0,13,True,False
17,56,0,0,447.0,True,False,6,0,6,True,False
17,57,0,0,418.0,True,False,1,0,1,True,False
17,58,0,0,447.0,True,False,10,0,10,True,False
17,59,0,0,144.0,True,False,0,0,0,True,False
17,60,0,0,168.0,True,False,25,0,25,True,False
17,61,0,0,144.0,True,True,11,1,11,True,False
17,62,0,0,128.0,True,True,14,2,14,True,False
17,63,0,0,104.0,True,True,5,0,5,True,False
17,64,0,0,152.0,True,True,0,0,0,True,False
17,65,0,0,474.0,True,False,21,2,21,True,False
17,66,0,0,447.0,True,False,13,0,13,True,False
17,67,0,0,474.0,True,False,0,0,0,True,False
17,68,0,0,499.0,True,False,14,0,14,True,False
17,69,0,0,312.0,True,False,0,0,0,True,False
17,70,0,0,326.0,True,False,9,0,9,True,False
17,71,0,0,248.0,True,True,0,0,0,True,False
17,72,0,0,270.0,True,False,0,0,0,True,False
17,73,0,0,270.0,True,False,6,1,6,True,False
17,74,0,0,270.0,True,False,34,0,34,True,False
17,75,0,0,248.0,True,False,9,0,9,True,False
17,76,0,0,214.0,True,False,16,0,16,True,False
17,77,0,0,214.0,True,True,15,0,15,True,False
17,78,0,0,214.0,True,False,11,0,11,True,False
17,79,0,0,248.0,True,False,19,0,19,True,False
17,80,0,0,248.0,True,True,0,0,0,True,False
17,81,0,0,248.0,True,False,14,0,14,True,False
17,82,0,0,292.0,True,False,9,0,9,True,False
17,83,0,0,292.0,True,False,5,0,5,True,False
17,84,0,0,303.0,True,False,12,0,12,True,False
17,85,0,0,292.0,True,False,17,0,17,True,False
17,86,0,0,248.0,True,False,11,0,11,True,False
17,87,0,0,110.0,True,True,9,1,9,True,False
17,88,0,0,128.0,True,True,5,0,5,True,False
17,89,0,0,110.0,True,True,7,0,7,True,False
17,90,0,0,128.0,True,True,1,0,1,True,False
17,91,0,0,124.0,True,True,4,0,4,True,False
17,92,0,0,124.0,True,False,16,0,16,True,False
17,93,0,0,173.0,True,True,19,0,19,True,False
17,94,0,0,174.0,True,False,2,0,2,True,False
18,0,0,0,125.0,True,True,10,0,10,True,False
18,1,0,0,191.0,True,False,0,0,0,True,False
18,2,0,0,148.0,True,True,0,0,0,True,False
18,3,0,0,148.0,True,True,0,0,0,True,False
18,4,0,0,161.0,True,True,0,0,0,True,False
18,5,1,2,0.0,True,True,0,0,0,True,False
18,6,0,0,350.0,True,False,0,0,0,True,False
18,7,0,0,59.0,True,True,0,0,0,True,False
18,8,0,0,47.0,True,False,4,0,4,True,False
18,9,0,0,30.0,True,True,0,0,0,True,False
18,10,2,2,0.0,True,True,12,0,12,True,True
18,11,0,0,97.0,True,True,13,0,13,True,False
18,12,0,0,30.0,True,True,17,0,17,True,False
18,13,0,0,62.0,True,True,4,0,4,True,False
18,14,0,0,19.0,True,True,4,0,4,True,False
18,15,0,0,277.0,True,False,0,0,0,True,False
18,16,1,0,0.0,True,True,6,0,6,True,True
18,17,2,1,0.0,True,True,10,0,10,True,True
18,19,2,3,0.0,True,True,0,0,0,True,True
18,20,4,3,0.0,True,True,22,0,22,True,True
18,21,0,0,400.0,True,False,12,0,12,True,False
18,22,0,0,318.0,True,False,6,0,6,True,False
18,23,0,0,26.0,True,True,2,0,2,True,False
18,24,1,0,0.0,True,True,4,0,4,True,True
18,25,0,0,83.0,True,True,8,4,8,True,False
18,26,0,0,131.0,True,True,1,0,1,True,False
18,27,0,0,47.0,True,True,4,0,4,True,False
18,28,0,0,318.0,True,False,2,0,2,True,False
18,29,0,0,62.0,True,True,10,5,10,True,False
18,30,1,0,0.0,True,True,3,0,3,True,True
18,31,0,0,19.0,True,True,9,0,9,True,False
18,32,0,0,318.0,True,False,0,0,0,True,False
18,33,0,0,350.0,True,False,2,0,2,True,False
18,34,0,0,205.0,True,True,0,0,0,True,False
18,35,0,0,102.0,True,True,1,0,1,True,False
18,36,0,0,147.0,True,True,8,1,8,True,False
18,37,0,0,205.0,True,False,20,0,20,True,False
18,38,0,0,194.0,True,True,3,1,3,True,False
18,39,0,0,194.0,True,False,1,0,1,True,False
18,40,0,0,191.0,True,True,12,0,12,True,False
18,41,0,0,187.0,True,True,6,0,6,True,False
18,42,0,0,373.0,True,False,8,0,8,True,False
18,43,0,0,142.0,True,True,0,0,0,True,False
18,44,0,0,142.0,True,True,4,0,4,True,False
18,45,0,0,148.0,True,False,11,0,11,True,False
18,46,0,0,283.0,True,False,11,0,11,True,False
18,47,0,0,350.0,True,False,6,0,6,True,False
18,48,0,0,350.0,True,False,2,0,2,True,False
18,49,0,0,318.0,True,False,24,0,24,True,False
18,50,0,0,318.0,True,False,21,0,21,True,False
18,51,0,0,318.0,True,False,16,0,16,True,False
18,52,0,0,512.0,True,False,2,0,2,True,False
18,53,0,0,373.0,True,False,0,0,0,True,False
18,54,0,0,105.0,True,True,7,1,7,True,False
18,55,0,0,59.0,True,True,13,0,13,True,False
18,56,0,0,420.0,True,False,6,0,6,True,False
18,57,0,0,392.0,True,False,1,0,1,True,False
18,58,0,0,420.0,True,False,10,0,10,True,False
18,59,0,0,118.0,True,False,0,0,0,True,False
18,60,0,0,142.0,True,False,25,0,25,True,False
18,61,0,0,118.0,True,True,11,1,11,True,False
18,62,0,0,102.0,True,True,14,2,14,True,False
18,63,0,0,77.0,True,True,5,0,5,True,False
18,64,0,0,125.0,True,True,0,0,0,True,False
18,65,0,0,448.0,True,False,21,2,21,True,False
18,66,0,0,420.0,True,False,13,0,13,True,False
18,67,0,0,448.0,True,False,0,0,0,True,False
18,68,0,0,473.0,True,False,14,0,14,True,False
18,69,0,0,285.0,True,False,0,0,0,True,False
18,70,0,0,300.0,True,False,9,0,9,True,False
18,71,0,0,222.0,True,True,0,0,0,True,False
18,72,0,0,243.0,True,False,0,0,0,True,False
18,73,0,0,243.0,True,False,6,1,6,True,False
18,74,0,0,243.0,True,False,34,0,34,True,False
18,75,0,0,221.0,True,False,9,0,9,True,False
18,76,0,0,187.0,True,False,16,0,16,True,False
18,77,0,0,187.0,True,True,15,0,15,True,False
18,78,0,0,187.0,True,False,11,0,11,True,False
18,79,0,0,222.0,True,False,19,0,19,True,False
18,80,0,0,221.0,True,True,0,0,0,True,False
18,81,0,0,221.0,True,False,14,0,14,True,False
18,82,0,0,266.0,True,False,9,0,9,True,False
18,83,0,0,266.0,True,False,5,0,5,True,False
18,84,0,0,277.0,True,False,12,0,12,True,False
18,85,0,0,266.0,True,False,17,0,17,True,False
18,86,0,0,221.0,True,False,11,0,11,True,False
18,87,0,0,83.0,True,True,9,1,9,True,False
18,88,0,0,102.0,True,True,5,0,5,True,False
18,89,0,0,83.0,True,True,7,0,7,True,False
18,90,0,0,102.0,True,True,1,0,1,True,False
18,91,0,0,97.0,True,True,4,0,4,True,False
18,92,0,0,97.0,True,False,16,0,16,True,False
18,93,0,0,147.0,True,True,19,0,19,True,False
18,94,0,0,148.0,True,False,2,0,2,True,False
19,0,0,0,152.0,True,True,10,0,10,True,False
19,1,0,0,217.0,True,False,0,0,0,True,False
19,2,0,0,174.0,True,True,0,0,0,True,False
19,3,0,0,174.0,True,True,0,0,0,True,False
19,4,0,0,187.0,True,True,0,0,0,True,False
19,5,0,0,27.0,True,True,0,0,0,True,False
19,6,0,0,377.0,True,False,0,0,0,True,False
19,7,0,0,83.0,True,True,0,0,0,True,False
19,8,0,0,73.0,True,False,4,0,4,True,False
19,9,1,1,0.0,True,True,0,0,0,True,True
19,10,1,2,0.0,True,True,12,0,12,True,True
19,11,0,0,124.0,True,True,13,0,13,True,False
19,12,1,0,0.0,True,True,17,0,17,True,True
19,13,0,0,88.0,True,True,4,0,4,True,False
19,14,0,0,41.0,True,True,4,0,4,True,False
19,15,0,0,303.0,True,False,0,0,0,True,False
19,16,0,0,14.0,True,True,6,0,6,True,False
19,17,1,2,0.0,True,True,10,0,10,True,False
19,18,2,3,0.0,True,True,20,0,20,True,True
19,20,2,2,0.0,True,True,22,0,22,True,True
19,21,0,0,426.0,True,False,12,0,12,True,False
19,22,0,0,345.0,True,False,6,0,6,True,False
19,23,1,1,0.0,True,True,2,0,2,True,True
19,24,1,1,0.0,True,True,4,0,4,True,True
19,25,0,0,110.0,True,True,8,4,8,True,False
19,26,0,0,156.0,True,True,1,0,1,True,False
19,27,0,0,73.0,True,True,4,0,4,True,False
19,28,0,0,345.0,True,False,2,0,2,True,False
19,29,0,0,88.0,True,True,10,5,10,True,False
19,30,0,0,14.0,True,True,3,0,3,True,False
19,31,0,0,41.0,True,True,9,0,9,True,False
19,32,0,0,345.0,True,False,0,0,0,True,False
19,33,0,0,377.0,True,False,2,0,2,True,False
19,34,0,0,232.0,True,True,0,0,0,True,False
19,35,0,0,128.0,True,True,1,0,1,True,False
19,36,0,0,173.0,True,True,8,1,8,True,False
19,37,0,0,232.0,True,False,20,0,20,True,False
19,38,0,0,218.0,True,True,3,1,3,True,False
19,39,0,0,218.0,True,False,1,0,1,True,False
19,40,0,0,217.0,True,True,12,0,12,True,False
19,41,0,0,214.0,True,True,6,0,6,True,False
19,42,0,0,400.0,True,False,8,0,8,True,False
19,43,0,0,168.0,True,True,0,0,0,True,False
19,44,0,0,168.0,True,True,4,0,4,True,False
19,45,0,0,174.0,True,False,11,0,11,True,False
19,46,0,0,310.0,True,False,11,0,11,True,False
19,47,0,0,377.0,True,False,6,0,6,True,False
19,48,0,0,377.0,True,False,2,0,2,True,False
19,49,0,0,345.0,True,False,24,0,24,True,False
19,50,0,0,345.0,True,False,21,0,21,True,False
19,51,0,0,345.0,True,False,16,0,16,True,False
19,52,0,0,539.0,True,False,2,0,2,True,False
19,53,0,0,400.0,True,False,0,0,0,True,False
19,54,0,0,130.0,True,True,7,1,7,True,False
19,55,0,0,83.0,True,True,13,0,13,True,False
19,56,0,0,447.0,True,False,6,0,6,True,False
19,57,0,0,418.0,True,False,1,0,1,True,False
19,58,0,0,447.0,True,False,10,0,10,True,False
19,59,0,0,144.0,True,False,0,0,0,True,False
19,60,0,0,168.0,True,False,25,0,25,True,False
19,61,0,0,144.0,True,True,11,1,11,True,False
19,62,0,0,128.0,True,True,14,2,14,True,False
19,63,0,0,104.0,True,True,5,0,5,True,False
19,64,0,0,152.0,True,True,0,0,0,True,False
19,65,0,0,474.0,True,False,21,2,21,True,False
19,66,0,0,447.0,True,False,13,0,13,True,False
19,67,0,0,474.0,True,False,0,0,0,True,False
19,68,0,0,499.0,True,False,14,0,14,True,False
19,69,0,0,312.0,True,False,0,0,0,True,False
19,70,0,0,326.0,True,False,9,0,9,True,False
19,71,0,0,248.0,True,True,0,0,0,True,False
19,72,0,0,270.0,True,False,0,0,0,True,False
19,73,0,0,270.0,True,False,6,1,6,True,False
19,74,0,0,270.0,True,False,34,0,34,True,False
19,75,0,0,248.0,True,False,9,0,9,True,False
19,76,0,0,214.0,True,False,16,0,16,True,False
