route_index,aircraft_time,aircraft_type,base_airport,passenger_count,service_sequence,offshore_landing_count,utilization,per_leg_load,min_residual_seats,mean_residual_seats,outbound_passenger_count,inbound_passenger_count,shuttle_passenger_count,land_count,land_fraction,fixed_airport_count
28,221,T3,A03,54,F052|F048,2,0.9738708473310936,19|19|18|18,0,0.5,19,18,17,34,0.6296296296296297,20
29,102,T2,A01,22,F009,1,0.6875,11|11,5,5,11,11,0,22,1.0,0
30,171,T3,A01,54,F003|F007,2,0.9222209858684767,19|19|16,0,1,19,16,19,31,0.5740740740740741,23
31,206,T3,A01,66,F009|F003|F008|F011,4,0.9635044401126273,19|17|17|14|19,0,1.8,19,19,28,32,0.48484848484848486,34
32,196,T2,A03,45,F039|F052,2,1.0,16|16|16|16,0,0,16,16,13,26,0.5777777777777777,19
33,209,T3,A03,46,F051|F038,2,0.9504754731192919,19|19|17,0,0.6666666666666666,19,17,10,28,0.6086956521739131,18
34,144,T3,A01,38,F029,1,1.0,19|19,0,0,19,19,0,38,1.0,0
35,129,T2,A01,45,F016|F005,2,0.9714330808080808,15|16|16,0,0.3333333333333333,15,16,14,30,0.6666666666666666,15
36,150,T3,A01,30,F001,1,0.7894736842105263,12|18,1,4,12,18,0,24,0.8,6
37,182,T3,A02,38,F029|F021|F036,3,0.7312902509438153,9|19|9|19,0,5,9,19,10,20,0.5263157894736842,18
38,187,T3,A01,36,F034,1,0.9473684210526315,18|18|18,1,1,18,18,0,36,1.0,0
39,193,T3,A02,37,F034,1,0.9737870065789473,19|19|18,0,0.3333333333333333,19,18,0,30,0.8108108108108109,7
40,197,T3,A01,38,F024|F035,2,0.9315589353612167,19|7|19,0,4,19,19,0,38,1.0,0
41,162,T3,A01,49,F027|F021,2,0.9738022185508615,19|13|19,0,2,19,19,11,38,0.7755102040816326,11
42,214,T2,A03,32,F045|F044|F041,3,0.9562007874015748,16|9|15|16,0,2,16,16,0,23,0.71875,9
43,118,T3,A01,38,F020,1,1.0,19|19,0,0,19,19,0,38,1.0,0
44,151,T3,A01,53,F020|F019,2,0.9815597387629658,19|15|19,0,1.3333333333333333,19,19,15,38,0.7169811320754716,15
45,160,T3,A02,36,F019|F022,2,0.9320225392638772,17|10|19,0,3.6666666666666665,17,19,0,23,0.6388888888888888,13
46,195,T2,A03,32,F038|F048|F046,3,0.9536790780141844,16|12|9|16,0,2.75,16,16,0,18,0.5625,14
47,199,T2,A03,31,F038|F043,2,0.9434764991896273,16|11|15,0,2,16,15,0,19,0.6129032258064516,12
48,184,T2,A03,30,F051|F038,2,0.9411896243291592,16|16|14,0,0.6666666666666666,16,14,0,26,0.8666666666666667,4
49,205,T2,A03,41,F045|F038|F048|F039,4,0.9281583629893239,16|4|9|11|16,0,4.8,16,16,9,24,0.5853658536585366,17
50,230,T3,A03,74,F039|F048|F038|F045,4,0.9424985952425547,19|18|0|19|18,0,4.2,19,18,37,27,0.36486486486486486,47
51,249,T3,A03,65,F043|F051|F038|F039,4,0.8195246179966044,19|19|12|19|10,0,3.2,19,10,36,22,0.3384615384615385,43
52,276,T3,A03,36,F050,1,0.9473684210526315,17|19,0,1,17,19,0,28,0.7777777777777778,8
53,201,T2,A03,48,F041|F045,2,1.0,16|16|16|16,0,0,16,16,16,32,0.6666666666666666,16
54,142,T3,A01,31,F012,1,0.8157894736842105,13|18,1,3.5,13,18,0,24,0.7741935483870968,7
55,162,T2,A01,35,F028|F018,2,0.6311453974895398,3|16|16,0,4.333333333333333,3,16,16,19,0.5428571428571428,16
56,263,T3,A03,49,F044|F037,2,0.9766402307137707,19|13|19,0,2,19,19,11,29,0.5918367346938775,20
57,229,T2,A03,46,F040|F041,2,0.9747088791848617,16|16|16|15,0,0.25,16,15,15,27,0.5869565217391305,19
58,263,T3,A03,38,F037|F044,2,0.7411679884643114,9|19|19,0,3.3333333333333335,9,19,10,24,0.631578947368421,14
59,163,T3,A02,49,F018|F026,2,1.0,19|19|19,0,0,19,19,11,20,0.40816326530612246,29
60,184,T3,A02,45,F019|F033|F020,3,0.7237115658168289,16|19|2|14,0,6.25,16,14,15,11,0.24444444444444444,34
61,129,T2,A01,29,F018|F016,2,0.8899111675126904,15|8|14,1,3.6666666666666665,15,14,0,29,1.0,0
62,152,T3,A01,34,F005|F012,2,0.8765182186234818,17|9|17,2,4.666666666666667,17,17,0,31,0.9117647058823529,3
63,158,T3,A01,47,F012|F015,2,0.883650097465887,19|19|14,0,1.6666666666666667,19,14,14,23,0.48936170212765956,24
64,161,T3,A01,56,F001|F016,2,1.0,19|19|19,0,0,19,19,18,33,0.5892857142857143,23
65,266,T2,A03,26,F040|F042,2,0.8007707774798928,12|12|7|14|14,2,4.2,12,14,0,17,0.6538461538461539,9
66,273,T3,A03,54,F037|F040|F044,3,0.9262005903952768,17|18|9|19,0,3.25,17,19,18,29,0.5370370370370371,25
67,276,T3,A03,55,F042|F040,2,1.0,19|19|19|19,0,0,19,19,17,36,0.6545454545454545,19
68,288,T3,A03,32,F050|F042,2,0.8223116360568499,13|11|19,0,4.666666666666667,13,19,0,21,0.65625,11
69,212,T3,A03,53,F047|F049,2,1.0,19|19|19|19,0,0,19,19,15,31,0.5849056603773585,22
70,218,T3,A03,52,F049|F048|F038,3,0.9839365019370688,19|18|11|19,0,2.25,19,19,14,33,0.6346153846153846,19
71,148,T3,A01,38,F021,1,1.0,19|19,0,0,19,19,0,38,1.0,0
72,146,T3,A02,38,F036,1,1.0,19|19,0,0,19,19,0,38,1.0,0
73,190,T2,A03,42,F036|F049,2,0.9291590493601463,15|14|14|15,1,1.5,15,15,12,21,0.5,21
74,190,T2,A03,30,F049|F036,2,0.8137568555758684,16|0|0|14,0,8.5,16,14,0,24,0.8,6
75,205,T2,A02,42,F025|F036|F031|F047|F046,5,0.9744971264367817,16|11|14|15|15|16,0,1.5,16,16,10,31,0.7380952380952381,11
76,150,T2,A02,32,F027|F024,2,0.954233409610984,16|0|16,0,5.333333333333333,16,16,0,22,0.6875,10
77,177,T3,A01,54,F021|F025|F027,3,0.922883295194508,17|7|18|19,0,3.75,17,19,18,36,0.6666666666666666,18
78,181,T3,A02,53,F021|F024|F027,3,0.8862262038073908,19|12|19|15,0,2.75,19,15,19,22,0.41509433962264153,31
79,229,T3,A02,54,F048|F031|F021,3,0.87248322147651,19|0|19|19,0,4.75,19,19,16,27,0.5,27
80,138,T3,A01,38,F025,1,1.0,19|19,0,0,19,19,0,38,1.0,0
81,190,T2,A02,32,F025|F035|F031,3,0.9289981617647058,16|14|4|16,0,3.5,16,16,0,22,0.6875,10
82,202,T3,A02,56,F046|F047|F031,3,0.9777685864957089,19|18|11|19,0,2.25,19,19,18,38,0.6785714285714286,18
83,182,T2,A02,31,F031|F052,2,0.9461555755395683,16|12|15,0,1.6666666666666667,16,15,0,27,0.8709677419354839,4
84,194,T2,A02,31,F032|F023,2,0.9545758928571428,16|6|15|15,0,3,16,15,0,21,0.6774193548387096,10
85,219,T3,A02,53,F031|F023|F032,3,0.9641917293233083,19|6|15|19,0,4.25,19,19,15,34,0.6415094339622641,19
86,219,T3,A02,47,F031|F032|F025,3,0.8797527626896423,19|14|18|14,0,2.75,19,14,14,27,0.574468085106383,20
87,118,T2,A01,38,F014|F017,2,0.877112676056338,15|10|14,1,3,15,14,9,28,0.7368421052631579,10
88,125,T2,A01,41,F005|F017,2,0.9673629242819843,16|11|16,0,1.6666666666666667,16,16,9,26,0.6341463414634146,15
89,133,T3,A01,49,F017|F014,2,0.8379540400296516,14|19|17,0,2.3333333333333335,14,17,18,31,0.6326530612244898,18
90,167,T2,A01,43,F001|F018|F005,3,0.9953804347826087,16|15|16|16,0,0.25,16,16,11,32,0.7441860465116279,11
91,154,T3,A01,53,F030|F026,2,0.9161145143142893,19|18|16,0,1.3333333333333333,19,16,18,35,0.660377358490566,18
92,166,T3,A02,35,F026|F030,2,0.8504576659038902,19|6|16,0,5.333333333333333,19,16,0,26,0.7428571428571429,9
93,168,T3,A01,38,F033|F001,2,0.9653679653679653,19|0|19,0,6.333333333333333,19,19,0,36,0.9473684210526315,2
94,173,T3,A02,46,F022|F033,2,0.9475877192982456,19|19|17,0,0.6666666666666666,19,17,10,28,0.6086956521739131,18
