route_index,aircraft_time,aircraft_type,base_airport,passenger_count,service_sequence,offshore_landing_count,utilization,per_leg_load,min_residual_seats,mean_residual_seats,outbound_passenger_count,inbound_passenger_count,shuttle_passenger_count,land_count,land_fraction,fixed_airport_count,absorption_score,absorption_components,compatible_neighbor_count,neighbor_slack_sum,absorption_rank
93,168,T3,A01,38,F033|F001,2,0.9653679653679653,19|0|19,0,6.333333333333333,19,19,0,36,0.9473684210526315,2,0.626329787,"{""compatible_neighbors"": 0.9893617021276596, ""geometry"": 0.9893617021276596, ""land_flexibility"": 0.8191489361702128, ""low_passengers"": 0.6595744680851063, ""low_utilization"": 0.4148936170212766, ""neighbor_slack"": 0.0957446808510638, ""shared_facilities"": 0.6063829787234043, ""source_time"": 0.43617021276595747}",94,712.0,11
94,173,T3,A02,46,F022|F033,2,0.9475877192982456,19|19|17,0,0.6666666666666666,19,17,10,28,0.6086956521739131,18,0.625,"{""compatible_neighbors"": 1.0, ""geometry"": 1.0, ""land_flexibility"": 0.32978723404255317, ""low_passengers"": 0.3829787234042553, ""low_utilization"": 0.5212765957446808, ""neighbor_slack"": 0.7234042553191489, ""shared_facilities"": 0.5531914893617021, ""source_time"": 0.4893617021276596}",94,729.0,12
58,263,T3,A03,38,F037|F044,2,0.7411679884643114,9|19|19,0,3.3333333333333335,9,19,10,24,0.631578947368421,14,0.621010638,"{""compatible_neighbors"": 0.6170212765957447, ""geometry"": 0.6170212765957447, ""land_flexibility"": 0.37234042553191493, ""low_passengers"": 0.6063829787234043, ""low_utilization"": 0.9574468085106383, ""neighbor_slack"": 0.36170212765957444, ""shared_facilities"": 0.5, ""source_time"": 0.9361702127659575}",94,721.0,13
80,138,T3,A01,38,F025,1,1.0,19|19,0,0,19,19,0,38,1.0,0,0.617021277,"{""compatible_neighbors"": 0.851063829787234, ""geometry"": 0.851063829787234, ""land_flexibility"": 1.0, ""low_passengers"": 0.6382978723404256, ""low_utilization"": 0.21276595744680848, ""neighbor_slack"": 1.0, ""shared_facilities"": 0.23404255319148937, ""source_time"": 0.14893617021276595}",94,731.0,14
61,129,T2,A01,29,F018|F016,2,0.8899111675126904,15|8|14,1,3.6666666666666665,15,14,0,29,1.0,0,0.614361702,"{""compatible_neighbors"": 0.648936170212766, ""geometry"": 0.648936170212766, ""land_flexibility"": 0.9680851063829787, ""low_passengers"": 0.9574468085106383, ""low_utilization"": 0.7553191489361702, ""neighbor_slack"": 0.2978723404255319, ""shared_facilities"": 0.5212765957446808, ""source_time"": 0.11702127659574468}",94,720.0,15
84,194,T2,A02,31,F032|F023,2,0.9545758928571428,16|6|15|15,0,3,16,15,0,21,0.6774193548387096,10,0.607712766,"{""compatible_neighbors"": 0.8936170212765957, ""geometry"": 0.8936170212765957, ""land_flexibility"": 0.5319148936170213, ""low_passengers"": 0.9148936170212766, ""low_utilization"": 0.4787234042553191, ""neighbor_slack"": 0.26595744680851063, ""shared_facilities"": 0.24468085106382975, ""source_time"": 0.6382978723404256}",94,719.0,16
71,148,T3,A01,38,F021,1,1.0,19|19,0,0,19,19,0,38,1.0,0,0.606382979,"{""compatible_neighbors"": 0.7553191489361702, ""geometry"": 0.7553191489361702, ""land_flexibility"": 0.9787234042553191, ""low_passengers"": 0.6170212765957447, ""low_utilization"": 0.19148936170212771, ""neighbor_slack"": 0.9787234042553191, ""shared_facilities"": 0.35106382978723405, ""source_time"": 0.22340425531914898}",94,731.0,17
42,214,T2,A03,32,F045|F044|F041,3,0.9562007874015748,16|9|15|16,0,2,16,16,0,23,0.71875,9,0.60106383,"{""compatible_neighbors"": 0.44680851063829785, ""geometry"": 0.44680851063829785, ""land_flexibility"": 0.6063829787234043, ""low_passengers"": 0.8297872340425532, ""low_utilization"": 0.45744680851063835, ""neighbor_slack"": 0.44680851063829785, ""shared_facilities"": 0.7765957446808511, ""source_time"": 0.7978723404255319}",94,723.0,18
52,276,T3,A03,36,F050,1,0.9473684210526315,17|19,0,1,17,19,0,28,0.7777777777777778,8,0.599734043,"{""compatible_neighbors"": 0.5531914893617021, ""geometry"": 0.5531914893617021, ""land_flexibility"": 0.6808510638297872, ""low_passengers"": 0.7021276595744681, ""low_utilization"": 0.5425531914893618, ""neighbor_slack"": 0.7127659574468085, ""shared_facilities"": 0.08510638297872342, ""source_time"": 0.9680851063829787}",94,729.0,19
47,199,T2,A03,31,F038|F043,2,0.9434764991896273,16|11|15,0,2,16,15,0,19,0.6129032258064516,12,0.595744681,"{""compatible_neighbors"": 0.5, ""geometry"": 0.5, ""land_flexibility"": 0.34042553191489366, ""low_passengers"": 0.8829787234042553, ""low_utilization"": 0.5638297872340425, ""neighbor_slack"": 0.5106382978723405, ""shared_facilities"": 0.7872340425531915, ""source_time"": 0.6808510638297872}",94,725.0,20
72,146,T3,A02,38,F036,1,1.0,19|19,0,0,19,19,0,38,1.0,0,0.594414894,"{""compatible_neighbors"": 0.7659574468085106, ""geometry"": 0.7659574468085106, ""land_flexibility"": 0.9893617021276596, ""low_passengers"": 0.6276595744680851, ""low_utilization"": 0.2021276595744681, ""neighbor_slack"": 0.9893617021276596, ""shared_facilities"": 0.22340425531914898, ""source_time"": 0.19148936170212771}",94,731.0,21
87,118,T2,A01,38,F014|F017,2,0.877112676056338,15|10|14,1,3,15,14,9,28,0.7368421052631579,10,0.594414894,"{""compatible_neighbors"": 0.925531914893617, ""geometry"": 0.925531914893617, ""land_flexibility"": 0.6170212765957447, ""low_passengers"": 0.648936170212766, ""low_utilization"": 0.7978723404255319, ""neighbor_slack"": 0.4148936170212766, ""shared_facilities"": 0.36170212765957444, ""source_time"": 0.06382978723404253}",94,722.0,22
79,229,T3,A02,54,F048|F031|F021,3,0.87248322147651,19|0|19|19,0,4.75,19,19,16,27,0.5,27,0.583776596,"{""compatible_neighbors"": 0.8404255319148937, ""geometry"": 0.8404255319148937, ""land_flexibility"": 0.1063829787234043, ""low_passengers"": 0.12765957446808507, ""low_utilization"": 0.8191489361702128, ""neighbor_slack"": 0.08510638297872342, ""shared_facilities"": 0.9680851063829787, ""source_time"": 0.8829787234042553}",94,712.0,23
85,219,T3,A02,53,F031|F023|F032,3,0.9641917293233083,19|6|15|19,0,4.25,19,19,15,34,0.6415094339622641,19,0.57712766,"{""compatible_neighbors"": 0.9042553191489362, ""geometry"": 0.9042553191489362, ""land_flexibility"": 0.42553191489361697, ""low_passengers"": 0.18085106382978722, ""low_utilization"": 0.43617021276595747, ""neighbor_slack"": 0.11702127659574468, ""shared_facilities"": 0.8191489361702128, ""source_time"": 0.8297872340425532}",94,714.0,24
91,154,T3,A01,53,F030|F026,2,0.9161145143142893,19|18|16,0,1.3333333333333333,19,16,18,35,0.660377358490566,18,0.57712766,"{""compatible_neighbors"": 0.9680851063829787, ""geometry"": 0.9680851063829787, ""land_flexibility"": 0.4893617021276596, ""low_passengers"": 0.19148936170212771, ""low_utilization"": 0.7021276595744681, ""neighbor_slack"": 0.6382978723404256, ""shared_facilities"": 0.3829787234042553, ""source_time"": 0.276595744680851}",94,727.0,25
82,202,T3,A02,56,F046|F047|F031,3,0.9777685864957089,19|18|11|19,0,2.25,19,19,18,38,0.6785714285714286,18,0.570478723,"{""compatible_neighbors"": 0.8723404255319149, ""geometry"": 0.8723404255319149, ""land_flexibility"": 0.5425531914893618, ""low_passengers"": 0.05319148936170215, ""low_utilization"": 0.2978723404255319, ""neighbor_slack"": 0.4042553191489362, ""shared_facilities"": 0.8085106382978724, ""source_time"": 0.7127659574468085}",94,722.0,26
70,218,T3,A03,52,F049|F048|F038,3,0.9839365019370688,19|18|11|19,0,2.25,19,19,14,33,0.6346153846153846,19,0.567819149,"{""compatible_neighbors"": 0.7446808510638299, ""geometry"": 0.7446808510638299, ""land_flexibility"": 0.4042553191489362, ""low_passengers"": 0.21276595744680848, ""low_utilization"": 0.276595744680851, ""neighbor_slack"": 0.3829787234042553, ""shared_facilities"": 0.9574468085106383, ""source_time"": 0.8191489361702128}",94,722.0,27
77,177,T3,A01,54,F021|F025|F027,3,0.922883295194508,17|7|18|19,0,3.75,17,19,18,36,0.6666666666666666,18,0.5625,"{""compatible_neighbors"": 0.8191489361702128, ""geometry"": 0.8191489361702128, ""land_flexibility"": 0.5212765957446808, ""low_passengers"": 0.11702127659574468, ""low_utilization"": 0.6702127659574468, ""neighbor_slack"": 0.15957446808510634, ""shared_facilities"": 0.8829787234042553, ""source_time"": 0.5106382978723405}",94,716.0,28
73,190,T2,A03,42,F036|F049,2,0.9291590493601463,15|14|14|15,1,1.5,15,15,12,21,0.5,21,0.557180851,"{""compatible_neighbors"": 0.7765957446808511, ""geometry"": 0.7765957446808511, ""land_flexibility"": 0.0957446808510638, ""low_passengers"": 0.46808510638297873, ""low_utilization"": 0.6276595744680851, ""neighbor_slack"": 0.5319148936170213, ""shared_facilities"": 0.5851063829787234, ""source_time"": 0.5957446808510638}",94,725.0,29
76,150,T2,A02,32,F027|F024,2,0.954233409610984,16|0|16,0,5.333333333333333,16,16,0,22,0.6875,10,0.554521277,"{""compatible_neighbors"": 0.8085106382978724, ""geometry"": 0.8085106382978724, ""land_flexibility"": 0.5531914893617021, ""low_passengers"": 0.8617021276595744, ""low_utilization"": 0.4893617021276596, ""neighbor_slack"": 0.13829787234042556, ""shared_facilities"": 0.5319148936170213, ""source_time"": 0.24468085106382975}",94,715.0,30
62,152,T3,A01,34,F005|F012,2,0.8765182186234818,17|9|17,2,4.666666666666667,17,17,0,31,0.9117647058823529,3,0.551861702,"{""compatible_neighbors"": 0.6595744680851063, ""geometry"": 0.6595744680851063, ""land_flexibility"": 0.7978723404255319, ""low_passengers"": 0.7446808510638299, ""low_utilization"": 0.8085106382978724, ""neighbor_slack"": 0.17021276595744683, ""shared_facilities"": 0.3085106382978723, ""source_time"": 0.26595744680851063}",94,717.0,31
12,215,T2,A01,32,F002|F011|F001,3,0.8340212264150944,16|2|13|16,0,4.25,16,16,0,25,0.78125,7,0.550531915,"{""compatible_neighbors"": 0.12765957446808507, ""geometry"": 0.12765957446808507, ""land_flexibility"": 0.7021276595744681, ""low_passengers"": 0.8191489361702128, ""low_utilization"": 0.8723404255319149, ""neighbor_slack"": 0.1063829787234043, ""shared_facilities"": 0.8404255319148937, ""source_time"": 0.8085106382978724}",94,714.0,32
89,133,T3,A01,49,F017|F014,2,0.8379540400296516,14|19|17,0,2.3333333333333335,14,17,18,31,0.6326530612244898,18,0.550531915,"{""compatible_neighbors"": 0.9468085106382979, ""geometry"": 0.9468085106382979, ""land_flexibility"": 0.3829787234042553, ""low_passengers"": 0.2872340425531915, ""low_utilization"": 0.8617021276595744, ""neighbor_slack"": 0.46808510638297873, ""shared_facilities"": 0.37234042553191493, ""source_time"": 0.13829787234042556}",94,724.0,33
46,195,T2,A03,32,F038|F048|F046,3,0.9536790780141844,16|12|9|16,0,2.75,16,16,0,18,0.5625,14,0.549202128,"{""compatible_neighbors"": 0.4893617021276596, ""geometry"": 0.4893617021276596, ""land_flexibility"": 0.2021276595744681, ""low_passengers"": 0.8404255319148937, ""low_utilization"": 0.5, ""neighbor_slack"": 0.2872340425531915, ""shared_facilities"": 0.9361702127659575, ""source_time"": 0.648936170212766}",94,720.0,34
67,276,T3,A03,55,F042|F040,2,1.0,19|19|19|19,0,0,19,19,17,36,0.6545454545454545,19,0.546542553,"{""compatible_neighbors"": 0.7127659574468085, ""geometry"": 0.7127659574468085, ""land_flexibility"": 0.44680851063829785, ""low_passengers"": 0.06382978723404253, ""low_utilization"": 0.17021276595744683, ""neighbor_slack"": 0.9574468085106383, ""shared_facilities"": 0.32978723404255317, ""source_time"": 0.9787234042553191}",94,731.0,35
88,125,T2,A01,41,F005|F017,2,0.9673629242819843,16|11|16,0,1.6666666666666667,16,16,9,26,0.6341463414634146,15,0.543882979,"{""compatible_neighbors"": 0.9361702127659575, ""geometry"": 0.9361702127659575, ""land_flexibility"": 0.3936170212765957, ""low_passengers"": 0.5, ""low_utilization"": 0.3936170212765957, ""neighbor_slack"": 0.5638297872340425, ""shared_facilities"": 0.5425531914893618, ""source_time"": 0.08510638297872342}",94,726.0,36
54,142,T3,A01,31,F012,1,0.8157894736842105,13|18,1,3.5,13,18,0,24,0.7741935483870968,7,0.541223404,"{""compatible_neighbors"": 0.574468085106383, ""geometry"": 0.574468085106383, ""land_flexibility"": 0.6595744680851063, ""low_passengers"": 0.8936170212765957, ""low_utilization"": 0.9042553191489362, ""neighbor_slack"": 0.45744680851063835, ""shared_facilities"": 0.0957446808510638, ""source_time"": 0.17021276595744683}",94,724.0,37
78,181,T3,A02,53,F021|F024|F027,3,0.8862262038073908,19|12|19|15,0,2.75,19,15,19,22,0.41509433962264153,31,0.539893617,"{""compatible_neighbors"": 0.8297872340425532, ""geometry"": 0.8297872340425532, ""land_flexibility"": 0.04255319148936165, ""low_passengers"": 0.17021276595744683, ""low_utilization"": 0.7659574468085106, ""neighbor_slack"": 0.3085106382978723, ""shared_facilities"": 0.851063829787234, ""source_time"": 0.5212765957446808}",94,720.0,38
66,273,T3,A03,54,F037|F040|F044,3,0.9262005903952768,17|18|9|19,0,3.25,17,19,18,29,0.5370370370370371,25,0.529255319,"{""compatible_neighbors"": 0.7021276595744681, ""geometry"": 0.7021276595744681, ""land_flexibility"": 0.17021276595744683, ""low_passengers"": 0.1063829787234043, ""low_utilization"": 0.6595744680851063, ""neighbor_slack"": 0.22340425531914898, ""shared_facilities"": 0.7127659574468085, ""source_time"": 0.9574468085106383}",94,718.0,39
38,187,T3,A01,36,F034,1,0.9473684210526315,18|18|18,1,1,18,18,0,36,1.0,0,0.526595745,"{""compatible_neighbors"": 0.4042553191489362, ""geometry"": 0.4042553191489362, ""land_flexibility"": 0.9361702127659575, ""low_passengers"": 0.6808510638297872, ""low_utilization"": 0.5319148936170213, ""neighbor_slack"": 0.6595744680851063, ""shared_facilities"": 0.010638297872340385, ""source_time"": 0.5851063829787234}",94,728.0,40
49,205,T2,A03,41,F045|F038|F048|F039,4,0.9281583629893239,16|4|9|11|16,0,4.8,16,16,9,24,0.5853658536585366,17,0.525265957,"{""compatible_neighbors"": 0.5212765957446808, ""geometry"": 0.5212765957446808, ""land_flexibility"": 0.276595744680851, ""low_passengers"": 0.4893617021276596, ""low_utilization"": 0.648936170212766, ""neighbor_slack"": 0.021276595744680882, ""shared_facilities"": 0.9893617021276596, ""source_time"": 0.7340425531914894}",94,707.0,41
36,150,T3,A01,30,F001,1,0.7894736842105263,12|18,1,4,12,18,0,24,0.8,6,0.52393617,"{""compatible_neighbors"": 0.3829787234042553, ""geometry"": 0.3829787234042553, ""land_flexibility"": 0.7127659574468085, ""low_passengers"": 0.925531914893617, ""low_utilization"": 0.9361702127659575, ""neighbor_slack"": 0.43617021276595747, ""shared_facilities"": 0.18085106382978722, ""source_time"": 0.23404255319148937}",94,723.0,42
53,201,T2,A03,48,F041|F045,2,1.0,16|16|16|16,0,0,16,16,16,32,0.6666666666666666,16,0.522606383,"{""compatible_neighbors"": 0.5638297872340425, ""geometry"": 0.5638297872340425, ""land_flexibility"": 0.5106382978723405, ""low_passengers"": 0.2978723404255319, ""low_utilization"": 0.13829787234042556, ""neighbor_slack"": 0.925531914893617, ""shared_facilities"": 0.4787234042553191, ""source_time"": 0.7021276595744681}",94,731.0,43
69,212,T3,A03,53,F047|F049,2,1.0,19|19|19|19,0,0,19,19,15,31,0.5849056603773585,22,0.521276596,"{""compatible_neighbors"": 0.7340425531914894, ""geometry"": 0.7340425531914894, ""land_flexibility"": 0.26595744680851063, ""low_passengers"": 0.15957446808510634, ""low_utilization"": 0.18085106382978722, ""neighbor_slack"": 0.9680851063829787, ""shared_facilities"": 0.34042553191489366, ""source_time"": 0.7872340425531915}",94,731.0,44
57,229,T2,A03,46,F040|F041,2,0.9747088791848617,16|16|16|15,0,0.25,16,15,15,27,0.5869565217391305,19,0.515957447,"{""compatible_neighbors"": 0.6063829787234043, ""geometry"": 0.6063829787234043, ""land_flexibility"": 0.2872340425531915, ""low_passengers"": 0.37234042553191493, ""low_utilization"": 0.3191489361702128, ""neighbor_slack"": 0.7659574468085106, ""shared_facilities"": 0.2978723404255319, ""source_time"": 0.8723404255319149}",94,730.0,45
40,197,T3,A01,38,F024|F035,2,0.9315589353612167,19|7|19,0,4,19,19,0,38,1.0,0,0.51462766,"{""compatible_neighbors"": 0.42553191489361697, ""geometry"": 0.42553191489361697, ""land_flexibility"": 0.9468085106382979, ""low_passengers"": 0.5851063829787234, ""low_utilization"": 0.6170212765957447, ""neighbor_slack"": 0.25531914893617025, ""shared_facilities"": 0.19148936170212771, ""source_time"": 0.6702127659574468}",94,719.0,46
33,209,T3,A03,46,F051|F038,2,0.9504754731192919,19|19|17,0,0.6666666666666666,19,17,10,28,0.6086956521739131,18,0.513297872,"{""compatible_neighbors"": 0.35106382978723405, ""geometry"": 0.35106382978723405, ""land_flexibility"": 0.3191489361702128, ""low_passengers"": 0.36170212765957444, ""low_utilization"": 0.5106382978723405, ""neighbor_slack"": 0.6914893617021276, ""shared_facilities"": 0.7553191489361702, ""source_time"": 0.7659574468085106}",94,729.0,47
18,211,T2,A01,35,F006|F013|F007|F010,4,0.9105603448275862,16|13|9|6|16,0,4,16,16,3,23,0.6571428571428571,12,0.503989362,"{""compatible_neighbors"": 0.19148936170212771, ""geometry"": 0.19148936170212771, ""land_flexibility"": 0.46808510638297873, ""low_passengers"": 0.7127659574468085, ""low_utilization"": 0.7234042553191489, ""neighbor_slack"": 0.06382978723404253, ""shared_facilities"": 0.9042553191489362, ""source_time"": 0.7765957446808511}",94,711.0,48
39,193,T3,A02,37,F034,1,0.9737870065789473,19|19|18,0,0.3333333333333333,19,18,0,30,0.8108108108108109,7,0.502659574,"{""compatible_neighbors"": 0.4148936170212766, ""geometry"": 0.4148936170212766, ""land_flexibility"": 0.7446808510638299, ""low_passengers"": 0.6702127659574468, ""low_utilization"": 0.37234042553191493, ""neighbor_slack"": 0.7553191489361702, ""shared_facilities"": 0.021276595744680882, ""source_time"": 0.6276595744680851}",94,730.0,49
56,263,T3,A03,49,F044|F037,2,0.9766402307137707,19|13|19,0,2,19,19,11,29,0.5918367346938775,20,0.501329787,"{""compatible_neighbors"": 0.5957446808510638, ""geometry"": 0.5957446808510638, ""land_flexibility"": 0.3085106382978723, ""low_passengers"": 0.26595744680851063, ""low_utilization"": 0.3085106382978723, ""neighbor_slack"": 0.5212765957446808, ""shared_facilities"": 0.4893617021276596, ""source_time"": 0.925531914893617}",94,725.0,50
51,249,T3,A03,65,F043|F051|F038|F039,4,0.8195246179966044,19|19|12|19|10,0,3.2,19,10,36,22,0.3384615384615385,43,0.5,"{""compatible_neighbors"": 0.5425531914893618, ""geometry"": 0.5425531914893618, ""land_flexibility"": 0.010638297872340385, ""low_passengers"": 0.021276595744680882, ""low_utilization"": 0.8936170212765957, ""neighbor_slack"": 0.12765957446808507, ""shared_facilities"": 0.9468085106382979, ""source_time"": 0.9148936170212766}",94,715.0,51
29,102,T2,A01,22,F009,1,0.6875,11|11,5,5,11,11,0,22,1.0,0,0.494680851,"{""compatible_neighbors"": 0.3085106382978723, ""geometry"": 0.3085106382978723, ""land_flexibility"": 0.9148936170212766, ""low_passengers"": 1.0, ""low_utilization"": 0.9893617021276596, ""neighbor_slack"": 0.35106382978723405, ""shared_facilities"": 0.07446808510638303, ""source_time"": 0.010638297872340385}",94,721.0,52
60,184,T3,A02,45,F019|F033|F020,3,0.7237115658168289,16|19|2|14,0,6.25,16,14,15,11,0.24444444444444444,34,0.494680851,"{""compatible_neighbors"": 0.6382978723404256, ""geometry"": 0.6382978723404256, ""land_flexibility"": 0.0, ""low_passengers"": 0.42553191489361697, ""low_utilization"": 0.9787234042553191, ""neighbor_slack"": 0.010638297872340385, ""shared_facilities"": 0.7021276595744681, ""source_time"": 0.5638297872340425}",94,706.0,53
55,162,T2,A01,35,F028|F018,2,0.6311453974895398,3|16|16,0,4.333333333333333,3,16,16,19,0.5428571428571428,16,0.489361702,"{""compatible_neighbors"": 0.5851063829787234, ""geometry"": 0.5851063829787234, ""land_flexibility"": 0.18085106382978722, ""low_passengers"": 0.7234042553191489, ""low_utilization"": 1.0, ""neighbor_slack"": 0.21276595744680848, ""shared_facilities"": 0.2872340425531915, ""source_time"": 0.34042553191489366}",94,718.0,54
37,182,T3,A02,38,F029|F021|F036,3,0.7312902509438153,9|19|9|19,0,5,9,19,10,20,0.5263157894736842,18,0.480053191,"{""compatible_neighbors"": 0.3936170212765957, ""geometry"": 0.3936170212765957, ""land_flexibility"": 0.13829787234042556, ""low_passengers"": 0.574468085106383, ""low_utilization"": 0.9680851063829787, ""neighbor_slack"": 0.07446808510638303, ""shared_facilities"": 0.7659574468085106, ""source_time"": 0.5319148936170213}",94,711.0,55
21,288,T2,A03,47,F044|F050|F043,3,0.9142599277978339,16|4|16|16|16,0,2.4,16,16,15,31,0.6595744680851063,16,0.478723404,"{""compatible_neighbors"": 0.22340425531914898, ""geometry"": 0.22340425531914898, ""land_flexibility"": 0.4787234042553191, ""low_passengers"": 0.3191489361702128, ""low_utilization"": 0.7127659574468085, ""neighbor_slack"": 0.24468085106382975, ""shared_facilities"": 0.6382978723404256, ""source_time"": 0.9893617021276596}",94,719.0,56
10,185,T3,A01,44,F006|F007|F004,3,0.920069884254204,19|18|10|17,0,3,19,17,8,36,0.8181818181818182,8,0.473404255,"{""compatible_neighbors"": 0.1063829787234043, ""geometry"": 0.1063829787234043, ""land_flexibility"": 0.7659574468085106, ""low_passengers"": 0.43617021276595747, ""low_utilization"": 0.6914893617021276, ""neighbor_slack"": 0.23404255319148937, ""shared_facilities"": 0.8723404255319149, ""source_time"": 0.574468085106383}",94,719.0,57
45,160,T3,A02,36,F019|F022,2,0.9320225392638772,17|10|19,0,3.6666666666666665,17,19,0,23,0.6388888888888888,13,0.465425532,"{""compatible_neighbors"": 0.4787234042553191, ""geometry"": 0.4787234042553191, ""land_flexibility"": 0.4148936170212766, ""low_passengers"": 0.6914893617021276, ""low_utilization"": 0.6063829787234043, ""neighbor_slack"": 0.276595744680851, ""shared_facilities"": 0.46808510638297873, ""source_time"": 0.3085106382978723}",94,720.0,58
43,118,T3,A01,38,F020,1,1.0,19|19,0,0,19,19,0,38,1.0,0,0.464095745,"{""compatible_neighbors"": 0.45744680851063835, ""geometry"": 0.45744680851063835, ""land_flexibility"": 0.9574468085106383, ""low_passengers"": 0.5957446808510638, ""low_utilization"": 0.12765957446808507, ""neighbor_slack"": 0.9148936170212766, ""shared_facilities"": 0.14893617021276595, ""source_time"": 0.05319148936170215}",94,731.0,59
